"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90134660.100c",2004-08-11,6609,"1209696","Theft"
"90187341.100a",2004-08-11,3430,"207665","Theft"
"90147593.100b",2004-08-11,2138,"11654","TPL"
"1011240.100a",2004-08-11,201,"202182","TPL"
"90110868.101a",2004-08-11,915,"1208262","TPL"
"90134030.100a",2004-08-11,1206,"201421","Windscreen"
"60200190.100a",2004-08-11,358,"1208518","Windscreen"
"90152203.101a",2004-08-11,108,"1204605","Windscreen"
"90124857.101a",2004-08-11,128,"202759","Windscreen"
"1004829.100a",2004-08-11,123,"1206182","Windscreen"
"90146373.101b",2004-08-11,167,"1203555","Windscreen"
"90126502.101a",2004-08-11,229,"207803","Windscreen"
"90168670.100a",2004-08-11,331,"1209150","Windscreen"
"90158187.102a",2004-08-12,894,"1207496","Other"
"90110968.100a",2004-08-12,4590,"200530","Theft"
"1007725.100a",2004-08-12,915,"1201501","TPL"
"90184196.100a",2004-08-12,1713,"7784","TPL"
"90160595.100a",2004-08-12,915,"1208090","TPL"
"90127332.101a",2004-08-12,1853,"7463","TPL"
"90154027.101b",2004-08-12,74,"201751","TPL"
"6.102b",2004-08-12,376,"8680","TPL"
"90157860.100b",2004-08-12,337,"1204525","Windscreen"
"20100219.102a",2004-08-12,507,"1206740","Windscreen"
"90145788.100a",2004-08-12,228,"11419","Windscreen"
"90185490.100b",2004-08-12,817,"1202763","Windscreen"
"90146091.101a",2004-08-13,4104,"8032","Damage"
"90130085.101a",2004-08-13,99,"200883","Damage"
"90152505.100b",2004-08-13,8033,"200690","Damage"
"90120550.101a",2004-08-13,2904,"1204979","Damage"
"80200740.102b",2004-08-13,12612,"7721","Fire"
"90131455.100a",2004-08-13,83,"9472","Theft"
"90128881.101a",2004-08-13,7068,"1204375","Theft"
"90106919.10a",2004-08-13,885,"1209285","TPL"
"10200365.101a",2004-08-13,897,"9923","TPL"
"90167816.101a",2004-08-13,1941,"202197","TPL"
"90151165.100a",2004-08-13,2458,"1206770","TPL"
"90104266.100a",2004-08-13,2254,"1205264","TPL"
"90180930.100a",2004-08-13,873,"201102","TPL"
"90117979.100a",2004-08-13,340,"205196","TPL"
"90157105.100a",2004-08-13,1102,"1205465","TPL"
"90178134.101a",2004-08-13,95,"203404","Windscreen"
"90108493.101a",2004-08-13,102,"7461","Windscreen"
"90158049.100b",2004-08-13,378,"1203614","Windscreen"
"90119461.100a",2004-08-13,254,"8513","Windscreen"
"90153413.100a",2004-08-13,255,"1209274","Windscreen"
"90189055.102a",2004-08-13,151,"1203626","Windscreen"
"90141548.100a",2004-08-14,4817,"201839","Damage"
"90182610.100b",2004-08-14,525,"207659","Damage"
"90185813.100a",2004-08-14,4382,"204949","Damage"
"90126689.101a",2004-08-14,594,"1204140","Fire"
"90153237.100a",2004-08-14,1433,"205356","Theft"
"90113938.100a",2004-08-14,1041,"1208416","TPL"
"90133259.100b",2004-08-14,1367,"1204306","TPL"
"1009204.100a",2004-08-14,864,"207813","TPL"
"90125968.101a",2004-08-14,897,"200398","TPL"
"90149821.100a",2004-08-14,915,"1208172","TPL"
"90164493.100a",2004-08-14,283,"202307","Windscreen"
"1007254.100b",2004-08-14,168,"1206918","Windscreen"
"90160632.100a",2004-08-14,930,"1207367","Windscreen"
"90171829.100a",2004-08-14,257,"1201938","Windscreen"
"90162995.100a",2004-08-15,2092,"209266","Damage"
"90194843.100a",2004-08-15,525,"9337","Other"
"90107868.101a",2004-08-15,165,"1202391","Other"
"90155440.101b",2004-08-15,917,"1205867","Theft"
"90152225.100a",2004-08-15,1229,"1208834","TPL"
"90161099.100a",2004-08-15,858,"1203894","TPL"
"90153193.100b",2004-08-15,435,"1207351","TPL"
"90138165.100b",2004-08-15,123,"206386","TPL"
"90130078.102b",2004-08-15,85,"208243","TPL"
"90149675.100a",2004-08-16,680,"202590","TPL"
"90178115.100a",2004-08-16,135,"202747","Windscreen"
"90185056.100a",2004-08-16,90,"201790","Windscreen"
"90146590.100a",2004-08-16,84,"1204584","Windscreen"
"90193321.100a",2004-08-16,123,"200667","Windscreen"
"90169886.100a",2004-08-16,27,"12824","Windscreen"
"90134373.100a",2004-08-16,174,"1203859","Windscreen"
"90105504.101a",2004-08-17,505,"201420","Damage"
"90138456.100b",2004-08-17,964,"11237","Damage"
"90134072.100b",2004-08-17,81,"206824","Fire"
"90181909.100a",2004-08-17,2797,"7482","Theft"
"90182571.101a",2004-08-17,1794,"208936","TPL"
"90184976.100a",2004-08-17,897,"205365","TPL"
"90181589.101a",2004-08-17,897,"206120","TPL"
"90103934.101a",2004-08-17,5220,"1205434","TPL"
"90133178.100a",2004-08-17,516,"1209027","Windscreen"
"90148244.100a",2004-08-18,0,"201107","Damage"
"90133613.100a",2004-08-18,0,"10543","Other"
"90131690.100a",2004-08-18,1490,"205258","TPL"
"1010765.100a",2004-08-18,10002,"1208013","TPL"
"571.10a",2004-08-18,5254,"6900","TPL"
"90171273.100a",2004-08-18,520,"12329","TPL"
"90134899.101a",2004-08-18,346,"9548","Windscreen"
"90126485.101a",2004-08-18,146,"201213","Windscreen"
"90105034.100a",2004-08-18,834,"208591","Windscreen"
"90103960.101b",2004-08-18,229,"207803","Windscreen"
"90177779.100a",2004-08-18,292,"201375","Windscreen"
"90106074.101b",2004-08-18,256,"1208502","Windscreen"
"1003006.100a",2004-08-19,3177,"9599","Damage"
"90109472.100a",2004-08-19,1100,"1206781","Damage"
"90110858.102a",2004-08-19,85,"202874","Other"
"90111171.101a",2004-08-19,15056,"208335","Theft"
"90153129.100a",2004-08-19,0,"208475","TPL"
"90117848.101a",2004-08-19,892,"10666","TPL"
"90151043.100a",2004-08-19,0,"204006","TPL"
"90172003.101a",2004-08-19,407,"1204337","TPL"
"90145261.100c",2004-08-19,331,"207637","TPL"
"90125355.101a",2004-08-19,897,"203831","TPL"
"90141578.101c",2004-08-19,280,"11588","Windscreen"
"60100431.10a",2004-08-19,66,"203633","Windscreen"
"90174507.100a",2004-08-19,122,"209880","Windscreen"
"70200603.101a",2004-08-19,209,"1207574","Windscreen"
"90155086.100a",2004-08-19,97,"11002","Windscreen"
"90182222.100a",2004-08-19,435,"201253","Windscreen"
"90132109.100a",2004-08-19,435,"1205199","Windscreen"
"90132180.102b",2004-08-20,6704,"207170","Damage"
"90122954.101b",2004-08-20,907,"10059","Fire"
"90162859.100b",2004-08-20,155,"10159","Theft"
"90183998.101a",2004-08-20,556,"203479","TPL"
"90161646.100a",2004-08-20,1427,"202038","TPL"
"90168694.101a",2004-08-20,2200,"204333","TPL"
"90159471.100b",2004-08-20,633,"1203082","TPL"
"90164558.100a",2004-08-20,531,"1202791","TPL"
"90149586.100b",2004-08-20,522,"202588","TPL"
"90176355.100b",2004-08-20,915,"1205743","TPL"
"90133541.100a",2004-08-20,5099,"209543","TPL"
"90184165.100a",2004-08-20,4287,"1205694","TPL"
"90141147.100a",2004-08-20,424,"10596","Windscreen"
"90104399.101b",2004-08-21,3467,"206242","Damage"
"90134697.100a",2004-08-21,3286,"10834","Fire"
"90166098.100a",2004-08-21,263,"9573","Other"
"90172229.100a",2004-08-21,2238,"1208128","Other"
"90132330.100b",2004-08-21,876,"210188","Theft"
"90132028.100a",2004-08-21,2762,"1207412","Theft"
"90134181.101b",2004-08-21,56,"209297","TPL"
"1002056.100b",2004-08-21,5099,"202945","TPL"
"90154479.100b",2004-08-21,107,"1202054","Windscreen"
"90186208.100a",2004-08-22,2452,"209437","Damage"
"90112465.101b",2004-08-22,981,"205956","TPL"
"90127192.100b",2004-08-22,196,"202842","TPL"
"90164516.100a",2004-08-22,73,"1203101","TPL"
"90175938.100a",2004-08-22,1891,"7108","TPL"
"90152780.100b",2004-08-22,783,"7645","TPL"
"90144599.101a",2004-08-22,897,"201061","TPL"
"90164482.100b",2004-08-22,236,"1202366","Windscreen"
"70201715.101a",2004-08-22,76,"1210395","Windscreen"
"90187347.100b",2004-08-23,1446,"1205036","Damage"
"90147049.101a",2004-08-23,0,"13516","Other"
"90155205.103b",2004-08-23,1879,"1202138","Theft"
"90152230.100a",2004-08-23,897,"200025","TPL"
"1003635.100a",2004-08-23,298,"1209090","TPL"
"90127195.103a",2004-08-23,915,"1202967","TPL"
"90163331.100c",2004-08-23,1814,"206542","TPL"
"90155966.100a",2004-08-23,873,"1205929","TPL"
"90135374.100a",2004-08-23,289,"1206912","TPL"
"90140559.100b",2004-08-23,1344,"1208358","TPL"
"90153428.100a",2004-08-23,390,"207721","TPL"
"90110638.100a",2004-08-23,315,"203544","Windscreen"
"90131596.100a",2004-08-23,266,"1205007","Windscreen"
"90193059.100a",2004-08-23,278,"209199","Windscreen"
"90191791.100a",2004-08-23,545,"11197","Windscreen"
"90139008.100a",2004-08-23,659,"206382","Windscreen"
"90192806.100a",2004-08-24,1402,"208155","Damage"
"90105786.101a",2004-08-24,1537,"1206207","Fire"
"90109475.101a",2004-08-24,472,"204946","TPL"
"90155352.100a",2004-08-24,1071,"205362","TPL"
"90152090.100b",2004-08-24,10507,"201184","TPL"
"90134042.101a",2004-08-24,1488,"8013","TPL"
"90150401.100b",2004-08-24,897,"207840","TPL"
"90167946.102a",2004-08-24,486,"1205926","TPL"
"90131551.100b",2004-08-24,897,"13720","TPL"
"90105832.100a",2004-08-24,230,"201262","Windscreen"
"90108241.101b",2004-08-24,244,"13460","Windscreen"
"90111665.101a",2004-08-24,388,"204519","Windscreen"
"90130880.101a",2004-08-24,268,"1209365","Windscreen"
"90146037.100b",2004-08-24,214,"205421","Windscreen"
"90177827.100a",2004-08-24,226,"203677","Windscreen"
"90127165.101a",2004-08-24,243,"12705","Windscreen"
"90154312.100a",2004-08-25,18392,"11489","Damage"
"90162912.100a",2004-08-25,907,"10059","Fire"
"90157032.100a",2004-08-25,1481,"201827","Fire"
"90152617.100a",2004-08-25,165,"1202391","Other"
"90119058.101a",2004-08-25,2858,"1202964","Other"
"90164578.100a",2004-08-25,328,"10688","Other"
"90125352.101a",2004-08-25,615,"205893","Theft"
"90132613.100a",2004-08-25,8405,"206978","Theft"
"70200822.101a",2004-08-25,191,"208528","TPL"
"90126952.101a",2004-08-25,616,"207100","TPL"
"70205419.101a",2004-08-25,743,"207262","TPL"
"80200213.10a",2004-08-25,0,"206602","TPL"
"90185857.101a",2004-08-25,71,"204191","TPL"
"20200408.101a",2004-08-25,2004,"7260","TPL"
"90160517.100b",2004-08-25,378,"1206661","TPL"
"90147613.100a",2004-08-25,173,"1209866","TPL"
"90146657.100b",2004-08-25,267,"10312","Windscreen"
"90170450.100a",2004-08-25,183,"1209555","Windscreen"
"90106265.10a",2004-08-25,479,"1204304","Windscreen"
"90151477.101a",2004-08-25,126,"206326","Windscreen"
"90138992.101a",2004-08-25,199,"201238","Windscreen"
"90156360.100a",2004-08-26,876,"201085","Damage"
"90138983.100b",2004-08-26,3574,"1210037","Damage"
"90178904.100a",2004-08-26,5261,"10060","Fire"
"90132864.100b",2004-08-26,2552,"207902","Theft"
"90152112.100a",2004-08-26,1011,"9768","Theft"
"10200419.102a",2004-08-26,2817,"1204466","TPL"
"90187795.100a",2004-08-26,1333,"8285","TPL"
"90177835.100a",2004-08-26,897,"207675","TPL"
"90179441.100b",2004-08-26,1794,"208958","TPL"
"90175758.100c",2004-08-26,2281,"204449","TPL"
"90108421.101a",2004-08-26,630,"208313","Windscreen"
"90138546.100a",2004-08-26,241,"209602","Windscreen"
"90174200.100a",2004-08-26,228,"10927","Windscreen"
"90151664.100b",2004-08-26,263,"205879","Windscreen"
"90148563.101b",2004-08-26,98,"11134","Windscreen"
"90155048.101a",2004-08-26,299,"8001","Windscreen"
"90153813.100a",2004-08-26,643,"1207523","Windscreen"
"90165952.100a",2004-08-27,470,"1207930","Damage"
"90165334.100a",2004-08-27,340,"201168","Other"
"90131712.101b",2004-08-27,175,"208185","Theft"
"90128403.103b",2004-08-27,2344,"1205289","TPL"
"90144865.104b",2004-08-27,3430,"7445","TPL"
"90172101.100a",2004-08-27,1401,"208935","TPL"
"80100170.10b",2004-08-27,187,"8305","TPL"
"90132677.100b",2004-08-27,3564,"7258","TPL"
"1007280.100a",2004-08-27,173,"1210204","TPL"
"90128957.101a",2004-08-27,3553,"11723","TPL"
"90162937.100a",2004-08-27,897,"206387","TPL"
"90145738.100a",2004-08-27,485,"8112","TPL"
"90105878.100a",2004-08-27,0,"204167","TPL"
"90131040.101a",2004-08-27,165,"7141","Windscreen"
"90110896.101a",2004-08-27,1091,"1206993","Windscreen"
"90146629.100a",2004-08-27,106,"1203048","Windscreen"
"60200301.10a",2004-08-27,912,"207367","Windscreen"
"90127779.101b",2004-08-27,426,"9930","Windscreen"
"80200220.10a",2004-08-27,207,"10101","Windscreen"
"90102137.101a",2004-08-27,359,"11024","Windscreen"
"90174235.100a",2004-08-28,6899,"205295","Damage"
"90168138.100a",2004-08-28,85,"7999","Damage"
"90133686.101b",2004-08-28,83,"1206824","Fire"
"90117568.100a",2004-08-28,2144,"1208891","Theft"
"90146159.100a",2004-08-28,9412,"202957","Theft"
"90147419.100a",2004-08-28,897,"11091","TPL"
"90133414.100a",2004-08-28,1255,"8840","TPL"
"90155988.100b",2004-08-28,858,"1204801","TPL"
"90128967.100a",2004-08-28,0,"200054","TPL"
"90168012.100a",2004-08-28,1042,"1206226","TPL"
"20100219.10a",2004-08-28,3194,"204922","TPL"
"90151400.100a",2004-08-28,0,"10683","TPL"
"90134603.100c",2004-08-28,406,"1204491","TPL"
"1002880.100a",2004-08-28,1520,"8691","TPL"
"90129264.101b",2004-08-28,1318,"207977","TPL"
"90147418.100a",2004-08-28,280,"207717","Windscreen"
"90170773.100b",2004-08-28,264,"7495","Windscreen"
"90103679.10a",2004-08-28,357,"1204551","Windscreen"
"90161249.100b",2004-08-28,498,"1206254","Windscreen"
"90108823.101b",2004-08-29,588,"207604","Damage"
"90161016.100b",2004-08-29,561,"13046","TPL"
"90147717.101a",2004-08-29,2521,"1201808","TPL"
"90162656.100a",2004-08-29,269,"207989","Windscreen"
"90165704.100a",2004-08-30,2094,"208331","Damage"
"90161471.102b",2004-08-30,1507,"206207","Fire"
"90181974.100b",2004-08-30,70,"200243","Other"
"90186148.102b",2004-08-30,774,"8275","Theft"
"90177880.100a",2004-08-30,107,"1208762","Theft"
"90108576.101b",2004-08-30,0,"205043","TPL"
"90118758.101b",2004-08-30,2647,"205206","TPL"
"90158846.101a",2004-08-30,311,"202415","Windscreen"
"90169164.100b",2004-08-30,269,"7369","Windscreen"
"90174189.100a",2004-08-30,273,"11562","Windscreen"
"90165964.100b",2004-09-01,1072,"1209644","Damage"
"90126099.101a",2004-09-01,87,"1208804","Fire"
"1002631.100a",2004-09-01,525,"8732","Other"
"90144565.100a",2004-09-01,8405,"206978","Theft"
"90126757.100a",2004-09-01,3693,"1205288","Theft"
"90105928.100a",2004-09-01,5324,"9813","TPL"
"90194792.100a",2004-09-01,77,"1204598","TPL"
"10200069.100a",2004-09-01,123,"9987","TPL"
"90183934.101a",2004-09-01,68,"203950","TPL"
"90173038.101a",2004-09-01,874,"1206949","TPL"
"90134542.101a",2004-09-01,0,"11722","TPL"
"90132653.100a",2004-09-01,897,"209412","TPL"
"90171231.100b",2004-09-01,2010,"10612","TPL"
"90145388.100b",2004-09-01,130,"207597","Windscreen"
"90153729.101a",2004-09-01,502,"208558","Windscreen"
"80200255.100a",2004-09-01,119,"11390","Windscreen"
"90168823.101d",2004-09-01,371,"13266","Windscreen"
"90144865.104a",2004-09-01,422,"202727","Windscreen"
"90191910.100a",2004-09-02,461,"7563","Damage"
"90155032.100a",2004-09-02,3054,"10699","Damage"
"90152902.100b",2004-09-02,2388,"8531","Theft"
"90191151.100a",2004-09-02,915,"1208761","TPL"
"90151990.100a",2004-09-02,6431,"1209535","TPL"
"90165943.100a",2004-09-02,2179,"12228","TPL"
"90183816.100a",2004-09-02,0,"206562","TPL"
"90108569.100a",2004-09-02,70,"1205897","Windscreen"
"90146259.100a",2004-09-02,413,"1206223","Windscreen"
"90149901.100a",2004-09-02,158,"1208352","Windscreen"
"90149459.101a",2004-09-02,463,"209417","Windscreen"
"90146843.100b",2004-09-02,148,"205845","Windscreen"
"90148937.100a",2004-09-02,102,"206357","Windscreen"
"90103632.100a",2004-09-03,1663,"1204577","Damage"
"90151440.100b",2004-09-03,1361,"1207297","Damage"
"90150949.100b",2004-09-03,2858,"1202964","Other"
"90163360.100b",2004-09-03,539,"1207264","Theft"
"90154322.100a",2004-09-03,527,"7356","TPL"
"90167697.100b",2004-09-03,47,"10619","TPL"
"90186013.100a",2004-09-03,174,"200138","Windscreen"
"90186218.100b",2004-09-03,366,"8999","Windscreen"
"90134762.100a",2004-09-03,233,"1203921","Windscreen"
"90164462.101a",2004-09-03,488,"206254","Windscreen"
"90176018.100a",2004-09-03,360,"11545","Windscreen"
"90141487.100a",2004-09-03,288,"8703","Windscreen"
"90125992.101a",2004-09-03,86,"11397","Windscreen"
"90109722.101a",2004-09-03,310,"204780","Windscreen"
"90148229.100a",2004-09-03,128,"7239","Windscreen"
"90154286.100a",2004-09-03,110,"208102","Windscreen"
"90144880.102a",2004-09-03,126,"7657","Windscreen"
"90145233.100a",2004-09-04,351,"208910","Damage"
"90113351.101a",2004-09-04,1610,"11341","TPL"
"90185199.100a",2004-09-04,1030,"1208727","TPL"
"90128178.101b",2004-09-04,5201,"1201737","TPL"
"90135253.100b",2004-09-04,610,"7123","TPL"
"90133401.100a",2004-09-04,156,"9346","Windscreen"
"90125662.100a",2004-09-04,174,"209871","Windscreen"
"90106085.102a",2004-09-04,104,"209049","Windscreen"
"90104618.101a",2004-09-05,274,"200478","Damage"
"90146338.100a",2004-09-05,3043,"1208419","Damage"
"90175885.101a",2004-09-05,1596,"11006","Theft"
"90188791.100a",2004-09-05,0,"8258","Theft"
"90129382.101a",2004-09-05,2680,"1208150","Theft"
"90154465.100c",2004-09-05,543,"1208848","Theft"
"90154876.100a",2004-09-05,105,"202163","TPL"
"90170933.100a",2004-09-05,2130,"1208121","TPL"
"90104485.101b",2004-09-05,602,"11165","TPL"
"90190013.102a",2004-09-05,289,"206876","Windscreen"
"90146982.100a",2004-09-06,1153,"10287","Damage"
"90162705.100a",2004-09-06,19836,"206778","Damage"
"90194401.100a",2004-09-06,64,"201939","Fire"
"90151270.100a",2004-09-06,894,"1207496","Other"
"90134899.100b",2004-09-06,915,"1204785","TPL"
"90155197.100b",2004-09-06,10198,"205308","TPL"
"90149110.100a",2004-09-06,2100,"12343","TPL"
"90100225.100a",2004-09-06,1816,"8364","TPL"
"90176393.100a",2004-09-06,2261,"1203724","TPL"
"90145546.100b",2004-09-06,63,"11725","TPL"
"90108421.101a",2004-09-06,673,"208238","TPL"
"90167641.100a",2004-09-06,337,"9351","Windscreen"
"6.102b",2004-09-06,383,"205996","Windscreen"
"90160893.100b",2004-09-06,267,"206921","Windscreen"
"90155795.100a",2004-09-06,323,"201350","Windscreen"
"90160594.100a",2004-09-06,562,"205273","Windscreen"
"90150154.100a",2004-09-06,230,"200734","Windscreen"
"70207817.101a",2004-09-06,652,"206690","Windscreen"
"90168697.100b",2004-09-07,1498,"206296","Damage"
"90104569.101a",2004-09-07,1378,"207771","Damage"
"90194781.100a",2004-09-07,894,"1208793","Fire"
"90104445.101b",2004-09-07,175,"205966","Other"
"1011449.100a",2004-09-07,897,"209268","TPL"
"90179837.100b",2004-09-07,1007,"11930","TPL"
"90169832.100a",2004-09-07,177,"1206954","TPL"
"90116963.101b",2004-09-07,143,"1207630","TPL"
"80100177.100b",2004-09-07,2102,"10409","TPL"
"70200065.10a",2004-09-07,652,"202565","TPL"
"90125015.101a",2004-09-07,3416,"13353","TPL"
"90160567.100b",2004-09-07,473,"1209340","Windscreen"
"90139806.100a",2004-09-07,638,"206797","Windscreen"
"80200294.101a",2004-09-07,702,"210140","Windscreen"
"90105299.101a",2004-09-07,91,"1203402","Windscreen"
"90167664.100a",2004-09-07,429,"8612","Windscreen"
"90144923.101a",2004-09-08,2860,"1208967","Damage"
"90146034.100a",2004-09-08,0,"12857","Damage"
"90161537.100a",2004-09-08,12612,"7721","Fire"
"90104070.102a",2004-09-08,0,"201080","Other"
"90149402.101a",2004-09-08,365,"1203550","Theft"
"90134191.100b",2004-09-08,897,"200659","TPL"
"90183923.100a",2004-09-08,841,"207404","TPL"
"90148922.100a",2004-09-08,897,"11546","TPL"
"90110369.10a",2004-09-08,877,"1207641","TPL"
"90112462.100a",2004-09-08,119,"1202955","TPL"
"90128827.100a",2004-09-08,532,"1204229","TPL"
"90171149.101c",2004-09-08,572,"207330","Windscreen"
"90109573.102b",2004-09-08,312,"10653","Windscreen"
"80100250.100a",2004-09-08,781,"1209595","Windscreen"
"90154992.100a",2004-09-08,351,"205846","Windscreen"
"90194034.102b",2004-09-09,19735,"1206815","Damage"
"90116947.101a",2004-09-09,894,"1208793","Fire"
"90153450.100a",2004-09-09,6434,"12413","Theft"
"1003210.100a",2004-09-09,1542,"202468","TPL"
"90154205.100a",2004-09-09,1205,"209075","TPL"
"90164520.100a",2004-09-09,127,"12639","TPL"
"90145479.101a",2004-09-09,145,"207791","TPL"
"90126562.101c",2004-09-09,0,"1209695","TPL"
"90180746.100a",2004-09-09,3825,"203428","TPL"
"90147511.100a",2004-09-09,897,"203809","TPL"
"90186806.100a",2004-09-09,1343,"205249","TPL"
"90150408.101a",2004-09-09,337,"1203914","TPL"
"90134404.100a",2004-09-09,48,"9371","Windscreen"
"90145061.101b",2004-09-09,329,"9222","Windscreen"
"90128276.101a",2004-09-10,16156,"206563","Damage"
"90111380.100a",2004-09-10,0,"206456","Damage"
"90107153.101a",2004-09-10,7356,"205761","Theft"
"90148476.100a",2004-09-10,82,"209056","Theft"
"90132923.101c",2004-09-10,2934,"200726","TPL"
"90135090.101a",2004-09-10,113,"1205671","TPL"
"90176233.101a",2004-09-10,2185,"208277","TPL"
"90121354.101a",2004-09-10,195,"204629","TPL"
"90157114.100b",2004-09-10,1290,"200476","TPL"
"90129763.103a",2004-09-10,897,"205968","TPL"
"90148922.100a",2004-09-10,224,"209865","TPL"
"90176050.100a",2004-09-10,378,"7970","Windscreen"
"90166186.100a",2004-09-10,271,"201237","Windscreen"
"90155918.100a",2004-09-10,322,"1202548","Windscreen"
"90176111.100c",2004-09-10,375,"1208379","Windscreen"
"90153575.100a",2004-09-10,102,"11153","Windscreen"
"90161405.100a",2004-09-11,11320,"12033","Damage"
"90170639.101a",2004-09-11,2550,"203641","Damage"
"90125666.101a",2004-09-11,677,"201488","Damage"
"1000500.101b",2004-09-11,1511,"1201827","Fire"
"90191322.101a",2004-09-11,568,"11160","Theft"
"90119669.101b",2004-09-11,3886,"1205715","TPL"
"90151046.100a",2004-09-11,1107,"1201405","TPL"
"90133607.103a",2004-09-11,1402,"206901","TPL"
"90147799.100c",2004-09-11,897,"206116","TPL"
"90135076.100b",2004-09-11,547,"1203168","Windscreen"
"90153590.100b",2004-09-11,65,"9958","Windscreen"
"90126766.100a",2004-09-11,441,"1204237","Windscreen"
"90105880.100a",2004-09-12,2144,"1207229","Damage"
"90168490.100a",2004-09-12,1481,"201827","Fire"
"90174070.100a",2004-09-12,63,"9963","TPL"
"90113571.101a",2004-09-12,5696,"12250","TPL"
"90147021.100a",2004-09-12,336,"1205018","TPL"
"90184228.101a",2004-09-12,517,"11216","TPL"
"90184131.100b",2004-09-12,57,"1206854","TPL"
"90148449.100b",2004-09-12,187,"8977","TPL"
"90147018.101b",2004-09-12,1121,"12606","TPL"
"90148546.100a",2004-09-12,0,"1207232","TPL"
"90119458.101a",2004-09-12,475,"200365","Windscreen"
"90181885.100a",2004-09-12,240,"1202514","Windscreen"
"90109473.100a",2004-09-12,242,"11804","Windscreen"
"90103949.101a",2004-09-12,114,"1203322","Windscreen"
"90138957.100b",2004-09-13,3170,"1206290","Damage"
"90112159.101a",2004-09-13,1519,"1207867","Damage"
"90179591.101a",2004-09-13,5880,"1204177","Damage"
"90177908.100a",2004-09-13,969,"204940","Fire"
"90111556.100a",2004-09-13,445,"1202072","Other"
"90170151.102a",2004-09-13,948,"1204864","Theft"
"90158109.100b",2004-09-13,1292,"13060","Theft"
"90120167.101b",2004-09-13,897,"204679","TPL"
"90128592.101a",2004-09-13,915,"1204447","TPL"
"20.102a",2004-09-13,897,"206485","TPL"
"90108027.102b",2004-09-13,2037,"200121","TPL"
"90113790.101b",2004-09-13,1034,"1202944","TPL"
"90152061.100a",2004-09-13,398,"1208882","TPL"
"90182064.100a",2004-09-13,897,"11872","TPL"
"90108113.100b",2004-09-13,186,"1206979","Windscreen"
"90149614.100a",2004-09-13,455,"206195","Windscreen"
"90160427.100a",2004-09-13,275,"205513","Windscreen"
"90161465.100b",2004-09-13,142,"13587","Windscreen"
"90190479.100b",2004-09-14,5334,"8136","Fire"
"90170408.100a",2004-09-14,700,"1206265","Theft"
"90106072.100a",2004-09-14,644,"8553","TPL"
"90178424.100b",2004-09-14,897,"206100","TPL"
"90109036.101a",2004-09-14,1630,"1209577","TPL"
"90133466.100a",2004-09-14,897,"204742","TPL"
"90161142.101a",2004-09-14,480,"1201657","Windscreen"
"90192930.100a",2004-09-14,76,"9783","Windscreen"
"90152217.100a",2004-09-14,146,"209807","Windscreen"
"90151797.100a",2004-09-14,366,"208308","Windscreen"
"90133794.100a",2004-09-15,687,"202726","Damage"
"90117161.100a",2004-09-15,1053,"203898","Damage"
"80200174.101a",2004-09-15,2608,"12265","Damage"
"90126069.101a",2004-09-15,1511,"1201827","Fire"
"90144920.100a",2004-09-15,1664,"13652","Theft"
"90168535.101a",2004-09-15,2018,"209609","TPL"
"90109458.101a",2004-09-15,1547,"205560","TPL"
"90154327.100a",2004-09-15,399,"200931","TPL"
"90111395.101a",2004-09-15,87,"1208243","TPL"
"90133969.100b",2004-09-15,4679,"208350","TPL"
"90103959.101a",2004-09-15,47,"10619","TPL"
"50200598.101a",2004-09-15,2633,"200068","TPL"
"90173026.100a",2004-09-15,456,"207865","Windscreen"
"90189825.100a",2004-09-15,159,"207683","Windscreen"
"90157767.100a",2004-09-15,643,"206451","Windscreen"
"90178512.100a",2004-09-15,171,"204277","Windscreen"
"90149508.101b",2004-09-15,580,"1208284","Windscreen"
"90148836.100a",2004-09-15,235,"11194","Windscreen"
"90176652.100a",2004-09-15,217,"13478","Windscreen"
"90179871.101a",2004-09-15,185,"12551","Windscreen"
"90163360.100b",2004-09-16,1894,"8621","Damage"
"90148566.100a",2004-09-16,2689,"1205446","TPL"
"90104025.100a",2004-09-16,60,"207346","TPL"
"90159467.100a",2004-09-16,897,"9195","TPL"
"1003814.100a",2004-09-16,851,"205470","TPL"
"60200283.10b",2004-09-16,521,"7134","TPL"
"90145505.100a",2004-09-16,1121,"12922","TPL"
"90155114.100a",2004-09-16,417,"204751","Windscreen"
"90146026.100b",2004-09-16,363,"1204443","Windscreen"
"90152129.100a",2004-09-16,208,"205117","Windscreen"
"90126559.100a",2004-09-16,148,"204725","Windscreen"
"90148585.100a",2004-09-17,633,"204073","Other"
"90157352.100a",2004-09-17,724,"205230","TPL"
"90168284.100b",2004-09-17,269,"205654","TPL"
"90153557.101d",2004-09-17,829,"12342","TPL"
"90181576.100a",2004-09-17,88,"1208424","TPL"
"90116362.101a",2004-09-17,1258,"1209185","TPL"
"90147944.100a",2004-09-17,847,"1206856","TPL"
"90144665.100a",2004-09-17,431,"202191","TPL"
"90120170.101a",2004-09-17,897,"206476","TPL"
"90102331.10a",2004-09-17,113,"1205671","TPL"
"90159077.100a",2004-09-17,464,"1209142","Windscreen"
"1001506.100b",2004-09-17,542,"202787","Windscreen"
"90138550.100c",2004-09-17,375,"203178","Windscreen"
"90134528.100c",2004-09-17,90,"1208248","Windscreen"
"90106412.101a",2004-09-17,281,"208076","Windscreen"
