"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90149677.100a",2004-07-25,1004,"207261","Theft"
"90108304.101b",2004-07-25,256,"206991","TPL"
"90126741.100b",2004-07-25,897,"11743","TPL"
"90125274.101a",2004-07-25,221,"1206694","Windscreen"
"90154978.100a",2004-07-26,2385,"203758","Damage"
"90155999.101a",2004-07-26,1481,"201827","Fire"
"90181427.100a",2004-07-26,550,"7736","Theft"
"90132028.100a",2004-07-26,4017,"205483","Theft"
"1005092.100b",2004-07-26,0,"7676","TPL"
"90132267.100a",2004-07-26,5201,"1206741","TPL"
"90177822.100b",2004-07-26,2802,"209485","TPL"
"90148138.101a",2004-07-26,283,"202031","TPL"
"10200118.101a",2004-07-26,608,"1202457","TPL"
"70200081.101a",2004-07-26,897,"206084","TPL"
"90149773.100b",2004-07-26,216,"12828","Windscreen"
"90191911.100b",2004-07-26,443,"202009","Windscreen"
"90152384.100a",2004-07-26,428,"11568","Windscreen"
"90166111.101a",2004-07-26,177,"202800","Windscreen"
"90133006.100a",2004-07-27,369,"1205395","Damage"
"90110859.101a",2004-07-27,1511,"1201827","Fire"
"1007391.100c",2004-07-27,8756,"204653","Other"
"90156636.102a",2004-07-27,1385,"11402","Other"
"90131434.100a",2004-07-27,101,"11672","Other"
"90104606.100a",2004-07-27,4379,"206052","Other"
"90163444.100b",2004-07-27,816,"12035","Theft"
"90104224.10a",2004-07-27,862,"1202160","TPL"
"90156018.100a",2004-07-27,897,"12736","TPL"
"90189500.100a",2004-07-27,6780,"1205707","TPL"
"90135262.100b",2004-07-27,1223,"204664","TPL"
"90187795.100a",2004-07-27,48,"208871","TPL"
"90149065.100c",2004-07-27,1956,"10936","TPL"
"90189147.100a",2004-07-27,1830,"1208175","TPL"
"90103478.10b",2004-07-27,135,"1204819","Windscreen"
"90109725.100a",2004-07-27,184,"1201778","Windscreen"
"90141476.100a",2004-07-27,501,"205508","Windscreen"
"90141268.100a",2004-07-27,88,"208293","Windscreen"
"90104186.100a",2004-07-27,75,"202369","Windscreen"
"90113790.101b",2004-07-27,471,"12365","Windscreen"
"90183973.101a",2004-07-27,910,"202675","Windscreen"
"90146308.100a",2004-07-27,214,"8587","Windscreen"
"90172191.100a",2004-07-27,366,"1208253","Windscreen"
"90155868.100a",2004-07-27,142,"12769","Windscreen"
"1003380.100a",2004-07-27,510,"1209521","Windscreen"
"90158420.101a",2004-07-28,887,"205378","Damage"
"90194552.100b",2004-07-28,0,"202825","Other"
"90140562.100a",2004-07-28,637,"13508","Theft"
"90113745.101a",2004-07-28,897,"206476","TPL"
"90131970.100a",2004-07-28,1950,"1201389","TPL"
"90194000.100a",2004-07-28,283,"200314","TPL"
"90106255.101c",2004-07-28,48,"203205","TPL"
"90104983.102a",2004-07-28,81,"201105","TPL"
"90170771.100a",2004-07-28,224,"206080","TPL"
"90187831.100b",2004-07-28,608,"1203033","TPL"
"90106309.101a",2004-07-28,293,"1210203","Windscreen"
"90109143.103a",2004-07-28,316,"207181","Windscreen"
"90148407.100a",2004-07-28,280,"203383","Windscreen"
"90127972.101a",2004-07-29,2130,"201754","Damage"
"90180682.100b",2004-07-29,1095,"8044","Fire"
"90148125.100a",2004-07-29,16,"209109","Theft"
"90138966.100a",2004-07-29,788,"11995","Theft"
"90100040.100a",2004-07-29,4259,"201078","TPL"
"90145765.100a",2004-07-29,915,"1210221","TPL"
"90124876.102a",2004-07-29,184,"7291","TPL"
"90144799.102a",2004-07-29,3084,"209560","TPL"
"90148489.103a",2004-07-29,64,"205209","TPL"
"90173980.100a",2004-07-29,680,"202725","TPL"
"90149628.100b",2004-07-29,897,"11326","TPL"
"90172660.100a",2004-07-29,1830,"1209569","TPL"
"1003287.100a",2004-07-29,716,"10004","TPL"
"90152942.100b",2004-07-29,334,"9735","TPL"
"90150396.100a",2004-07-29,480,"205838","TPL"
"90150043.100a",2004-07-29,203,"1202537","Windscreen"
"90109180.101a",2004-07-29,106,"204605","Windscreen"
"90134403.100b",2004-07-29,379,"1205896","Windscreen"
"70203313.101a",2004-07-29,350,"1209333","Windscreen"
"90149110.101c",2004-07-29,121,"11531","Windscreen"
"90181682.100a",2004-07-29,133,"205872","Windscreen"
"90159189.100b",2004-07-29,366,"1208253","Windscreen"
"90132784.100a",2004-07-29,349,"13601","Windscreen"
"90157709.100a",2004-07-30,2832,"1204682","Damage"
"90106308.101c",2004-07-30,3294,"203238","Damage"
"90140132.100a",2004-07-30,908,"8178","Damage"
"90151015.100b",2004-07-30,87,"1208804","Fire"
"90125793.101a",2004-07-30,2858,"1202964","Other"
"90189033.101c",2004-07-30,1072,"1203233","Other"
"60100422.10b",2004-07-30,619,"203217","Theft"
"90131335.100a",2004-07-30,3030,"1207394","Theft"
"90134672.100a",2004-07-30,1240,"1205931","Theft"
"90140620.100a",2004-07-30,1121,"13711","TPL"
"1007790.100c",2004-07-30,1102,"1205465","TPL"
"90146133.101a",2004-07-30,1339,"204866","TPL"
"90167673.100a",2004-07-30,276,"8157","TPL"
"90167744.100a",2004-07-30,446,"1201335","Windscreen"
"90193123.100a",2004-07-30,356,"12536","Windscreen"
"90148842.100a",2004-07-30,174,"1203859","Windscreen"
"90157656.103a",2004-07-30,143,"11726","Windscreen"
"90182885.101a",2004-07-30,320,"204297","Windscreen"
"90112640.101a",2004-07-30,317,"205383","Windscreen"
"90144801.100b",2004-08-01,5765,"204177","Damage"
"90153013.100a",2004-08-01,969,"204940","Fire"
"90133392.100c",2004-08-01,2623,"12333","Other"
"90134903.100b",2004-08-01,361,"1202113","Other"
"1007633.100c",2004-08-01,3253,"203971","TPL"
"90149781.101a",2004-08-01,425,"10321","TPL"
"90160035.101a",2004-08-01,101,"206952","TPL"
"1007609.102a",2004-08-01,1209,"9446","TPL"
"90179561.100a",2004-08-01,494,"11444","Windscreen"
"90127966.101b",2004-08-01,564,"205610","Windscreen"
"90160488.100b",2004-08-01,194,"209662","Windscreen"
"90100754.10a",2004-08-01,180,"200088","Windscreen"
"90121561.101a",2004-08-01,530,"1207781","Windscreen"
"90178055.100a",2004-08-02,544,"10923","Damage"
"90126980.101b",2004-08-02,7750,"8622","Damage"
"90145885.100c",2004-08-02,816,"11540","Damage"
"90135120.101b",2004-08-02,64,"201939","Fire"
"90149557.103b",2004-08-02,328,"10688","Other"
"90160037.100a",2004-08-02,1295,"11802","Theft"
"90153112.100b",2004-08-02,1519,"1203151","Theft"
"90128827.100b",2004-08-02,694,"200442","Theft"
"90179202.101a",2004-08-02,446,"8712","TPL"
"90133049.101a",2004-08-02,897,"204460","TPL"
"90112567.101a",2004-08-02,862,"205698","TPL"
"90168694.101a",2004-08-02,3161,"206292","TPL"
"90153781.100b",2004-08-02,720,"201275","TPL"
"90113849.101a",2004-08-02,153,"1205252","Windscreen"
"90171829.101a",2004-08-02,315,"12444","Windscreen"
"90192907.100a",2004-08-02,267,"1209213","Windscreen"
"90164838.101a",2004-08-02,378,"1203614","Windscreen"
"90111514.100a",2004-08-02,492,"1203408","Windscreen"
"90125067.101b",2004-08-02,267,"208096","Windscreen"
"80100008.102a",2004-08-03,1701,"206878","Damage"
"90154029.100a",2004-08-03,2433,"10225","Damage"
"90157708.101b",2004-08-03,1335,"1202613","Damage"
"90144800.100a",2004-08-03,5180,"1208004","Theft"
"90151609.100a",2004-08-03,61,"1207346","TPL"
"90146186.100a",2004-08-03,2975,"10031","TPL"
"90126554.100a",2004-08-03,897,"9966","TPL"
"90159076.101b",2004-08-03,535,"203206","TPL"
"90182103.100a",2004-08-03,259,"12429","Windscreen"
"90181706.100a",2004-08-03,90,"1204867","Windscreen"
"90192772.100a",2004-08-03,252,"1207798","Windscreen"
"90126083.101a",2004-08-03,442,"1202350","Windscreen"
"90151732.100b",2004-08-04,322,"1203719","Damage"
"90104837.100b",2004-08-04,288,"8271","Other"
"90189160.100b",2004-08-04,692,"206749","Theft"
"90177926.101a",2004-08-04,858,"1203270","TPL"
"90148206.100c",2004-08-04,915,"1207618","TPL"
"90191823.100a",2004-08-04,68,"12064","Windscreen"
"90147425.100a",2004-08-04,342,"7114","Windscreen"
"90156531.100a",2004-08-04,221,"9400","Windscreen"
"90172111.100b",2004-08-04,493,"1204429","Windscreen"
"90159416.100a",2004-08-04,201,"10365","Windscreen"
"1001909.100a",2004-08-05,3601,"12391","Damage"
"90113939.101a",2004-08-05,1189,"10703","Damage"
"90166267.100a",2004-08-05,92,"11052","Damage"
"90145312.100a",2004-08-05,1741,"8196","Other"
"90159460.100a",2004-08-05,539,"1207264","Theft"
"90160598.100a",2004-08-05,661,"12869","TPL"
"90146850.100a",2004-08-05,3736,"208884","TPL"
"90134417.100b",2004-08-05,838,"7932","TPL"
"90148145.100c",2004-08-05,129,"1204188","TPL"
"90160707.100a",2004-08-05,4472,"1201733","TPL"
"90104895.102a",2004-08-05,247,"1203893","TPL"
"90160827.100b",2004-08-05,44,"200815","TPL"
"90152780.100b",2004-08-05,2183,"207879","TPL"
"90169225.100a",2004-08-05,54,"1205029","Windscreen"
"90167279.100a",2004-08-05,343,"201269","Windscreen"
"90125985.102a",2004-08-05,1026,"205341","Windscreen"
"90159701.100a",2004-08-05,392,"1204789","Windscreen"
"90103576.101a",2004-08-05,65,"1202880","Windscreen"
"90149477.100a",2004-08-05,167,"204597","Windscreen"
"80201164.101a",2004-08-05,378,"1203614","Windscreen"
"90160501.101b",2004-08-06,2457,"1201675","Damage"
"90151820.102a",2004-08-06,0,"206287","Damage"
"90153165.101a",2004-08-06,0,"1207852","Damage"
"90128880.101a",2004-08-06,5261,"10060","Fire"
"90165968.100b",2004-08-06,395,"13635","Other"
"90108888.101a",2004-08-06,835,"1204749","Theft"
"90108907.101a",2004-08-06,2522,"204090","TPL"
"90176285.100a",2004-08-06,57,"1207677","TPL"
"90108021.101a",2004-08-06,486,"1209574","TPL"
"90134930.101a",2004-08-06,608,"1202457","TPL"
"90105206.101a",2004-08-06,0,"13688","TPL"
"1005444.100a",2004-08-06,88,"8879","Windscreen"
"1005230.100a",2004-08-06,401,"204170","Windscreen"
"60100079.10a",2004-08-06,286,"12168","Windscreen"
"90134479.100a",2004-08-06,301,"1206807","Windscreen"
"90156952.100a",2004-08-06,174,"200869","Windscreen"
"90120549.101a",2004-08-06,263,"206803","Windscreen"
"90132844.100a",2004-08-07,4428,"205619","Damage"
"90132768.100a",2004-08-07,160,"12570","Damage"
"90127096.102a",2004-08-07,761,"204059","Damage"
"90163406.100a",2004-08-07,3674,"11955","Other"
"90120964.100a",2004-08-07,1219,"1206913","Theft"
"90146125.100a",2004-08-07,1518,"13080","Theft"
"70202918.10b",2004-08-07,0,"1203060","Theft"
"90168958.100a",2004-08-07,897,"206084","TPL"
"90161290.100a",2004-08-07,0,"11918","TPL"
"90112640.100a",2004-08-07,626,"1202695","TPL"
"90180715.101b",2004-08-07,4731,"1205092","TPL"
"90134504.100a",2004-08-07,1152,"202212","TPL"
"90112634.101b",2004-08-07,208,"200900","TPL"
"90175960.100a",2004-08-07,1830,"1204567","TPL"
"90134527.100a",2004-08-07,315,"12540","Windscreen"
"90164535.101b",2004-08-07,323,"11828","Windscreen"
"90144646.100b",2004-08-07,643,"1207523","Windscreen"
"90157745.100b",2004-08-08,68,"200253","Other"
"90190521.102a",2004-08-08,670,"12302","Theft"
"90106310.10a",2004-08-08,701,"202710","TPL"
"90144934.100a",2004-08-08,56,"202737","TPL"
"80100008.101a",2004-08-08,135,"11332","TPL"
"90153641.100a",2004-08-08,650,"1202728","TPL"
"90149284.100a",2004-08-08,897,"11151","TPL"
"90157308.100b",2004-08-08,291,"207876","Windscreen"
"70206630.10c",2004-08-08,445,"207256","Windscreen"
"90158753.100a",2004-08-08,281,"208076","Windscreen"
"90172964.100a",2004-08-08,124,"205643","Windscreen"
"1007472.100a",2004-08-09,76,"1203253","Other"
"90128719.101a",2004-08-09,728,"12669","Theft"
"90172030.100a",2004-08-09,1489,"203151","Theft"
"90155361.100b",2004-08-09,8574,"201158","TPL"
"90155392.100a",2004-08-09,6216,"1202452","TPL"
"90149503.100a",2004-08-09,1411,"201727","TPL"
"90188776.101a",2004-08-09,897,"207510","TPL"
"1003603.100a",2004-08-09,3178,"8406","TPL"
"90105510.101a",2004-08-09,361,"1209719","Windscreen"
"90169980.102b",2004-08-09,262,"9405","Windscreen"
"90146354.100a",2004-08-09,281,"1202189","Windscreen"
"90116361.101b",2004-08-09,92,"1202773","Windscreen"
"90149225.100a",2004-08-09,219,"12541","Windscreen"
"90144923.101a",2004-08-09,323,"1209922","Windscreen"
"40100150.101a",2004-08-09,141,"8329","Windscreen"
"90149958.100a",2004-08-09,112,"1206719","Windscreen"
"10200153.102a",2004-08-09,502,"208558","Windscreen"
"90139456.100a",2004-08-10,4181,"201770","Damage"
"90160998.100b",2004-08-10,0,"1208194","Damage"
"90148994.100a",2004-08-10,5984,"12036","Theft"
"90179934.100a",2004-08-10,915,"1203831","TPL"
"90168874.100b",2004-08-10,699,"1206699","TPL"
"90160305.100b",2004-08-10,4137,"205472","TPL"
"90133178.101a",2004-08-10,554,"7716","TPL"
"90147878.100b",2004-08-10,197,"208759","TPL"
"90135238.101b",2004-08-10,225,"11941","TPL"
"90126566.101b",2004-08-10,514,"7205","TPL"
"90181117.103a",2004-08-10,1450,"7105","TPL"
"90156356.101a",2004-08-10,368,"1203981","Windscreen"
"90161623.100a",2004-08-10,219,"1205321","Windscreen"
"90181147.100b",2004-08-11,1040,"208856","Damage"
"90148206.100c",2004-08-11,9705,"205954","Fire"
"90165805.100a",2004-08-11,798,"1202222","Theft"
"90153338.100a",2004-08-11,8,"1202511","TPL"
"90172043.100a",2004-08-11,561,"206043","TPL"
"90152890.100a",2004-08-11,4359,"1203188","TPL"
"90124461.101b",2004-08-11,252,"12167","Windscreen"
"90148907.100a",2004-08-11,148,"205845","Windscreen"
"90165821.100a",2004-08-11,286,"203113","Windscreen"
"90133149.100a",2004-08-11,138,"205108","Windscreen"
"90194820.100b",2004-08-11,422,"205147","Windscreen"
"90155999.100a",2004-08-11,466,"1204992","Windscreen"
"80200265.10a",2004-08-11,165,"1204473","Windscreen"
"90132966.100a",2004-08-11,450,"1205124","Windscreen"
"90141266.101a",2004-08-11,51,"200257","Windscreen"
"90189156.100b",2004-08-12,85,"208804","Fire"
"90108388.101b",2004-08-12,45,"1206757","TPL"
"90151604.100a",2004-08-12,897,"207769","TPL"
"90155638.100b",2004-08-12,0,"200893","TPL"
"90180512.100a",2004-08-12,505,"208838","TPL"
"90104657.102b",2004-08-12,199,"1207497","TPL"
"90146419.100a",2004-08-12,1941,"202197","TPL"
"20100221.10a",2004-08-12,212,"1207539","TPL"
"90116969.100a",2004-08-12,83,"209514","Windscreen"
"90185773.100a",2004-08-12,438,"205153","Windscreen"
"90150682.100a",2004-08-12,399,"203024","Windscreen"
"90126014.101a",2004-08-12,250,"12819","Windscreen"
"90172765.100a",2004-08-13,1139,"206397","Damage"
"90172100.100a",2004-08-13,1962,"1206413","Damage"
"90183899.100a",2004-08-13,1664,"9146","Damage"
"90144728.100b",2004-08-13,7627,"200008","Damage"
"90146501.100a",2004-08-13,1511,"1201827","Fire"
"216.107a",2004-08-13,4467,"1206052","Other"
"90133276.101a",2004-08-13,3513,"206445","Theft"
"60100023.10a",2004-08-13,3832,"202707","Theft"
"90104484.101a",2004-08-13,3850,"1209393","TPL"
"90128967.100a",2004-08-13,897,"209063","TPL"
"90126562.101a",2004-08-13,668,"201856","TPL"
"90148856.102a",2004-08-13,897,"201742","TPL"
"90135436.100a",2004-08-13,1318,"202274","TPL"
"90187952.100a",2004-08-13,879,"1207206","TPL"
"90103660.10a",2004-08-13,897,"9194","TPL"
"90166471.100a",2004-08-13,897,"208083","TPL"
"90129454.100a",2004-08-13,484,"1208182","Windscreen"
"90126705.101a",2004-08-13,368,"208379","Windscreen"
"90164619.100b",2004-08-13,438,"206185","Windscreen"
"90108748.101a",2004-08-13,136,"1205872","Windscreen"
"90152295.100a",2004-08-13,597,"201141","Windscreen"
"90112042.100a",2004-08-13,498,"208157","Windscreen"
"90135451.100a",2004-08-13,58,"209131","Windscreen"
"90152295.100a",2004-08-14,2922,"1203434","Damage"
"90165937.100a",2004-08-14,8796,"1205676","Damage"
"90157613.100a",2004-08-14,964,"11237","Damage"
"90194758.100a",2004-08-14,100,"10952","Damage"
"90188801.100a",2004-08-14,894,"1208793","Fire"
"90151753.100a",2004-08-14,85,"202874","Other"
"90132132.101a",2004-08-14,876,"203097","Theft"
"90194089.100a",2004-08-14,4495,"204764","Theft"
"90107880.100a",2004-08-14,4337,"1204640","TPL"
"90192944.100c",2004-08-14,1830,"1204788","TPL"
"90149083.101a",2004-08-14,1037,"207874","TPL"
"90131710.100a",2004-08-14,3,"205372","TPL"
"90156528.100b",2004-08-14,702,"209911","Windscreen"
"90116849.100a",2004-08-14,118,"205603","Windscreen"
"90167947.100a",2004-08-14,155,"10130","Windscreen"
"80200292.10a",2004-08-14,165,"201881","Windscreen"
"90104848.101a",2004-08-14,212,"1205117","Windscreen"
"90180952.101b",2004-08-15,0,"1206287","Damage"
"1005170.100a",2004-08-15,0,"12408","Fire"
"90125583.100a",2004-08-15,76,"7440","Other"
"90135214.100b",2004-08-15,24,"207635","Other"
"90172009.100a",2004-08-15,175,"205071","Theft"
"90163187.100a",2004-08-15,487,"1204670","Theft"
"90108572.101b",2004-08-15,2572,"1207828","TPL"
"90185196.100a",2004-08-15,897,"202699","TPL"
"90105099.100a",2004-08-15,580,"1203351","TPL"
"90154990.100a",2004-08-15,56,"209988","TPL"
"90116046.101a",2004-08-15,862,"1202160","TPL"
"1011279.100a",2004-08-15,338,"203287","Windscreen"
"80201168.101a",2004-08-16,3674,"11955","Other"
"90127452.101b",2004-08-16,897,"10035","TPL"
"90109686.100a",2004-08-16,148,"1205851","TPL"
"90109581.101a",2004-08-16,373,"1208308","Windscreen"
"90151664.101a",2004-08-16,195,"10943","Windscreen"
"90134976.100a",2004-08-16,128,"7239","Windscreen"
"90159678.100b",2004-08-16,75,"11590","Windscreen"
"90131449.100a",2004-08-16,310,"1202261","Windscreen"
"90126774.100a",2004-08-16,254,"203803","Windscreen"
"90158831.100a",2004-08-17,18392,"11489","Damage"
"90146744.101a",2004-08-17,168,"206809","Damage"
"90112548.101a",2004-08-17,184,"7291","TPL"
"90165168.100a",2004-08-17,417,"200498","TPL"
"90131447.102a",2004-08-17,0,"1209722","TPL"
"90105396.101a",2004-08-17,915,"1203654","TPL"
"90189813.100a",2004-08-17,95,"9553","Windscreen"
"90135246.100a",2004-08-18,2457,"1201675","Damage"
"90105888.100a",2004-08-18,1507,"206207","Fire"
"90160117.100b",2004-08-18,354,"202113","Other"
"90147671.100b",2004-08-18,101,"11672","Other"
"90131474.101b",2004-08-18,42,"1206547","Theft"
"90175858.100b",2004-08-18,897,"206458","TPL"
"90164452.100a",2004-08-18,897,"209394","TPL"
"90191255.100a",2004-08-18,208,"207539","TPL"
"90146733.100a",2004-08-18,97,"9959","Windscreen"
"90103502.10a",2004-08-18,583,"1205099","Windscreen"
"1003290.100c",2004-08-18,422,"207298","Windscreen"
"90173968.101a",2004-08-18,258,"200302","Windscreen"
"90148205.100a",2004-08-18,451,"209303","Windscreen"
"90154908.100b",2004-08-18,240,"1208449","Windscreen"
"90170087.100c",2004-08-19,841,"1202994","Damage"
"90109714.101a",2004-08-19,806,"1203305","Theft"
"90158974.100a",2004-08-19,1573,"1209461","TPL"
"90163127.100b",2004-08-19,86,"1203312","TPL"
"90151676.100a",2004-08-19,220,"204186","TPL"
"90148087.101a",2004-08-19,371,"1203873","TPL"
"90156379.100a",2004-08-19,66,"201628","TPL"
"90148952.100a",2004-08-19,153,"1204815","Windscreen"
"90108418.101b",2004-08-19,75,"1204701","Windscreen"
"90132966.100a",2004-08-19,211,"200450","Windscreen"
"70203120.100a",2004-08-19,421,"1209179","Windscreen"
"90156620.105a",2004-08-19,506,"209027","Windscreen"
"90145262.102a",2004-08-19,208,"200301","Windscreen"
"90128224.101b",2004-08-19,312,"8578","Windscreen"
"90113950.101a",2004-08-20,178,"208870","Damage"
"90165853.100a",2004-08-20,465,"13394","TPL"
"90127158.101a",2004-08-20,1588,"1207187","TPL"
"90108307.101b",2004-08-20,105,"1202703","TPL"
"90145761.100b",2004-08-20,257,"1207228","TPL"
"90176355.100b",2004-08-20,726,"10677","TPL"
"90193839.100a",2004-08-20,981,"205956","TPL"
"90127896.101a",2004-08-20,477,"1206846","TPL"
"90152352.100a",2004-08-20,915,"1203417","TPL"
"90114374.101a",2004-08-20,15845,"10089","TPL"
"90148808.103a",2004-08-21,72,"206059","Damage"
"90145765.100c",2004-08-21,980,"206104","Other"
"90163200.100a",2004-08-21,1008,"1203415","Theft"
"90132854.100a",2004-08-21,448,"203290","Theft"
"90108691.101a",2004-08-21,2260,"203055","Theft"
"90113532.101a",2004-08-21,1209,"9446","TPL"
"90110669.101a",2004-08-21,2904,"1209095","TPL"
"1007261.101a",2004-08-21,426,"208103","Windscreen"
"60100165.100b",2004-08-21,400,"1204042","Windscreen"
"90103659.10a",2004-08-22,4214,"201818","Damage"
"90145087.101b",2004-08-22,563,"1203860","Theft"
"90181248.100b",2004-08-22,182,"1206675","TPL"
"90187391.100b",2004-08-22,308,"9991","TPL"
"90166472.100a",2004-08-22,0,"9749","TPL"
"90191064.100a",2004-08-22,447,"1207198","TPL"
"90133279.100b",2004-08-22,85,"9279","TPL"
"80200730.101a",2004-08-22,301,"13505","Windscreen"
"90144756.100a",2004-08-22,354,"201165","Windscreen"
"90159341.100d",2004-08-23,2818,"9731","Fire"
"90190726.101a",2004-08-23,668,"13128","Theft"
"90135364.101a",2004-08-23,236,"204987","TPL"
"90112252.101a",2004-08-23,1768,"10391","TPL"
"90166328.100a",2004-08-23,1415,"12666","TPL"
"1003546.100a",2004-08-23,473,"1204345","TPL"
"90159632.100a",2004-08-23,108,"1209246","TPL"
"90133328.100a",2004-08-23,12608,"209299","TPL"
"90156044.100a",2004-08-23,0,"206752","TPL"
"90151943.100a",2004-08-23,214,"1206902","TPL"
"90150388.100a",2004-08-23,256,"11338","Windscreen"
"90182426.100b",2004-08-23,187,"11265","Windscreen"
"90160797.100a",2004-08-23,117,"208755","Windscreen"
"90181354.100a",2004-08-23,112,"1204833","Windscreen"
"90179602.100a",2004-08-23,276,"11574","Windscreen"
"90152489.100b",2004-08-24,565,"209038","Other"
"90154148.100a",2004-08-24,10498,"206670","Theft"
"90111773.101b",2004-08-24,76,"13694","TPL"
"90157022.100a",2004-08-24,897,"7447","TPL"
"90151242.100b",2004-08-24,3058,"1207460","TPL"
"90111641.101a",2004-08-24,4287,"1209405","TPL"
"90155918.102a",2004-08-24,2689,"1205446","TPL"
"90154890.100b",2004-08-24,897,"202225","TPL"
"90132865.102a",2004-08-24,122,"1205348","Windscreen"
"90105113.102a",2004-08-24,274,"1207989","Windscreen"
"90116450.101a",2004-08-24,272,"1208096","Windscreen"
"90134378.100a",2004-08-24,231,"1203667","Windscreen"
"90160071.100a",2004-08-24,77,"1203293","Windscreen"
"90112478.102a",2004-08-24,214,"1203583","Windscreen"
"90157339.101a",2004-08-24,380,"200551","Windscreen"
"90160803.100c",2004-08-25,576,"203382","Damage"
"90151660.100a",2004-08-25,1894,"8621","Damage"
"90147704.100a",2004-08-25,8234,"10511","Fire"
"90110958.101a",2004-08-25,447,"1206000","Other"
"90164531.100a",2004-08-25,362,"203114","Other"
"90112230.101a",2004-08-25,26266,"209427","Theft"
"90132881.100a",2004-08-25,1313,"209473","Theft"
"20100085.100b",2004-08-25,897,"200538","TPL"
"90114331.101a",2004-08-25,1534,"9926","TPL"
"90126479.101a",2004-08-25,915,"1203393","TPL"
"90194255.100a",2004-08-25,14289,"1209965","TPL"
"80100140.100b",2004-08-25,364,"207428","TPL"
"90187021.101a",2004-08-25,0,"13775","TPL"
"90111548.101a",2004-08-25,981,"205956","TPL"
"90145052.100a",2004-08-25,915,"1204447","TPL"
"90168189.100a",2004-08-25,87,"205709","Windscreen"
"90104266.101a",2004-08-25,243,"1210010","Windscreen"
"90154028.100b",2004-08-25,301,"1204892","Windscreen"
"90131676.100a",2004-08-25,291,"207707","Windscreen"
"90148406.100b",2004-08-25,521,"201423","Windscreen"
"90109498.101c",2004-08-26,438,"208914","Damage"
"90151659.100a",2004-08-26,1095,"8044","Fire"
"90194538.100a",2004-08-26,291,"204808","Theft"
"90132913.100a",2004-08-26,1555,"11243","Theft"
"90110130.101a",2004-08-26,215,"202028","TPL"
"90132476.100c",2004-08-26,3589,"8862","TPL"
"90157061.100a",2004-08-26,915,"1205975","TPL"
"90131031.100b",2004-08-26,7375,"201592","TPL"
"90154919.100a",2004-08-26,812,"205208","TPL"
"90133276.101b",2004-08-26,113,"204425","Windscreen"
"60100379.10a",2004-08-26,287,"1208950","Windscreen"
"90158434.100a",2004-08-26,119,"11846","Windscreen"
"90158423.101a",2004-08-26,220,"1204420","Windscreen"
"90167881.100a",2004-08-26,428,"11568","Windscreen"
"90157339.101a",2004-08-26,322,"209200","Windscreen"
"90154320.100c",2004-08-26,110,"1207219","Windscreen"
"90168099.101a",2004-08-27,0,"1209497","Damage"
"90148873.100a",2004-08-27,3004,"9254","TPL"
"90164454.100a",2004-08-27,0,"209500","TPL"
"90104295.100a",2004-08-27,611,"202627","TPL"
"60200190.100a",2004-08-27,897,"201868","TPL"
"90132319.100c",2004-08-27,3196,"204486","TPL"
"90145212.100a",2004-08-27,661,"200739","TPL"
"90192965.101a",2004-08-27,384,"205355","TPL"
"90108378.101a",2004-08-27,400,"9036","TPL"
"90157900.101a",2004-08-27,392,"1205355","TPL"
"90191773.100a",2004-08-27,345,"202900","TPL"
"90134070.100a",2004-08-27,2117,"200447","TPL"
"90131159.100a",2004-08-27,159,"7194","Windscreen"
"90141072.101a",2004-08-27,526,"207126","Windscreen"
"90146774.100b",2004-08-27,108,"13375","Windscreen"
"70200828.100b",2004-08-27,332,"200799","Windscreen"
"90179262.100a",2004-08-27,237,"9101","Windscreen"
"90133683.100a",2004-08-27,397,"1209292","Windscreen"
"90190048.100c",2004-08-27,254,"205811","Windscreen"
"90140647.101a",2004-08-28,747,"8580","Damage"
"90152452.100a",2004-08-28,1879,"1202138","Theft"
"90134355.100a",2004-08-28,4379,"207938","Theft"
"90139226.100a",2004-08-28,812,"201772","Theft"
"90163162.100a",2004-08-28,825,"9224","TPL"
"90132129.100b",2004-08-28,1121,"12695","TPL"
"90179182.100b",2004-08-28,206,"1203530","TPL"
"90147654.100a",2004-08-28,15568,"1205678","TPL"
"90111884.100a",2004-08-28,1175,"1203416","TPL"
"90126372.100a",2004-08-28,1069,"1207926","TPL"
"90148918.100b",2004-08-28,915,"1209158","TPL"
"90109649.101a",2004-08-28,614,"7081","TPL"
"90105811.102b",2004-08-28,1257,"11033","TPL"
"90186177.100c",2004-08-28,9679,"200639","TPL"
"90145701.101a",2004-08-28,250,"203464","Windscreen"
"90179690.101a",2004-08-28,445,"11061","Windscreen"
"90132666.100a",2004-08-28,149,"8510","Windscreen"
"90179846.102a",2004-08-28,281,"12115","Windscreen"
"80200202.101a",2004-08-28,293,"1208772","Windscreen"
"90151272.100a",2004-08-29,0,"209497","Damage"
"90154174.100a",2004-08-29,454,"8375","TPL"
"90118263.102a",2004-08-29,193,"1203777","TPL"
"90174445.100a",2004-08-30,820,"203720","Damage"
"90151516.100a",2004-08-30,9899,"1205954","Fire"
"90160971.100a",2004-08-30,1040,"11586","Theft"
"90158801.100b",2004-08-30,992,"204305","Theft"
"90137553.100a",2004-08-30,113,"201919","TPL"
"90148244.100a",2004-08-30,3424,"1206843","TPL"
"90130902.100c",2004-08-30,96,"204472","Windscreen"
"80200259.10a",2004-08-30,159,"7194","Windscreen"
