"IDpol","Year","Damage","Fire","Other","Theft","TPL","Windscreen"
"90141268.100a",2004,0,0,0,0,0,0
"90141268.100b",2004,0,0,0,0,0,0
"90141271.101a",2004,0,0,0,0,0,0
"90141279.100a",2004,0,0,0,0,0,0
"90141282.100a",2004,0,0,0,0,0,0
"90141284.100a",2004,0,0,0,0,0,0
"90141284.100b",2004,0,0,0,0,0,0
"90141284.100c",2004,0,0,0,0,0,0
"90141291.100a",2004,0,0,0,0,0,0
"90141297.100b",2004,0,0,0,0,0,0
"90141297.100c",2004,0,0,0,0,0,0
"90141307.101a",2004,0,0,0,0,0,0
"90141307.101b",2004,0,0,0,0,0,0
"90141317.100a",2004,0,0,0,0,0,0
"90141329.100a",2004,0,0,0,0,0,0
"90141333.100a",2004,0,0,0,0,0,0
"90141333.100b",2004,0,0,0,0,0,0
"90141336.100b",2004,0,0,0,0,0,0
"90141339.100a",2004,0,0,0,0,0,0
"90141339.100b",2004,0,0,0,0,0,0
"90141351.100a",2004,0,0,0,0,0,0
"90141452.100a",2004,0,0,0,0,0,0
"90141453.100a",2004,0,0,0,0,0,0
"90141460.100a",2004,0,0,0,0,0,0
"90141460.100b",2004,0,0,0,0,0,0
"90141460.100c",2004,0,0,0,0,0,0
"90141466.100a",2004,0,0,0,0,0,0
"90141466.100b",2004,0,0,0,0,0,0
"90141468.100a",2004,0,0,0,0,0,0
"90141468.100b",2004,0,0,0,0,0,0
"90141468.100c",2004,0,0,0,0,0,0
"90141468.100d",2004,0,0,0,0,0,0
"90141468.100e",2004,0,0,0,0,0,0
"90141469.100a",2004,0,0,0,0,0,0
"90141469.100b",2004,0,0,0,0,0,0
"90141469.100c",2004,0,0,0,0,0,0
"90141476.100a",2004,0,0,0,0,0,0
"90141483.100a",2004,0,0,0,0,0,0
"90141484.100a",2004,0,0,0,0,0,0
"90141488.100a",2004,0,0,0,0,0,0
"90141488.100b",2004,0,0,0,0,0,0
"90141491.100a",2004,0,0,0,0,0,0
"90141493.100a",2004,0,0,0,0,0,0
"90141493.100b",2004,0,0,0,0,0,0
"90141493.100c",2004,0,0,0,0,0,0
"90141499.100a",2004,0,0,0,0,0,0
"90141499.101a",2004,0,0,0,0,0,0
"90141506.100a",2004,0,0,0,0,0,0
"90141509.103a",2004,0,0,0,0,0,0
"90141514.100a",2004,0,0,0,0,0,0
"90141514.100b",2004,0,0,0,0,0,0
"90141514.100c",2004,0,0,0,0,0,0
"90141516.100a",2004,0,0,0,0,0,0
"90141516.100b",2004,0,0,0,0,0,0
"90141526.100a",2004,0,0,0,0,0,0
"90141539.100a",2004,0,0,0,0,0,0
"90141545.100a",2004,0,0,0,0,0,0
"90141546.100a",2004,0,0,0,0,0,0
"90141554.100a",2004,0,0,0,0,0,0
"90141563.100b",2004,0,0,0,0,0,0
"90141567.101a",2004,0,0,0,0,0,0
"90141567.101b",2004,0,0,0,0,0,0
"90141567.101c",2004,0,0,0,0,0,0
"90141567.101d",2004,0,0,0,0,0,0
"90141567.101e",2004,0,0,0,0,0,0
"90141575.100a",2004,0,0,0,0,0,0
"90141575.100b",2004,0,0,0,0,0,0
"90141575.100c",2004,0,0,0,0,0,0
"90141578.101a",2004,0,0,0,0,0,0
"90141578.101b",2004,0,0,0,0,0,0
"90141582.100a",2004,0,0,0,0,0,0
"90141582.100b",2004,0,0,0,0,0,0
"90141582.100c",2004,0,0,0,0,0,0
"90141590.100a",2004,0,0,0,0,0,0
"90141591.100a",2004,0,0,0,0,0,0
"90141591.100b",2004,0,0,0,0,0,0
"90141591.100c",2004,0,0,0,0,0,0
"90141604.100a",2004,0,0,0,0,0,0
"90141604.100b",2004,0,0,0,0,0,0
"90141604.100c",2004,0,0,0,0,0,0
"90141607.100a",2004,0,0,0,0,0,0
"90141607.100b",2004,0,0,0,0,0,0
"90141607.100c",2004,0,0,0,0,0,0
"90141608.100a",2004,0,0,0,0,0,0
"90141608.100b",2004,0,0,0,0,0,0
"90141608.100c",2004,0,0,0,0,0,0
"90141614.100a",2004,0,0,0,0,0,0
"90141614.100b",2004,0,0,0,0,0,0
"90141614.100c",2004,0,0,0,0,0,0
"90141617.101a",2004,0,0,0,0,0,0
"90141631.103a",2004,0,0,0,0,0,0
"90141633.100a",2004,0,0,0,0,0,0
"90141633.100b",2004,0,0,0,0,0,0
"90141633.101a",2004,0,0,0,0,0,0
"90141633.101b",2004,0,0,0,0,0,0
"90141633.101c",2004,0,0,0,0,0,0
"90141633.101d",2004,0,0,0,0,0,0
"90141633.101e",2004,0,0,0,0,0,0
"90141645.103a",2004,0,0,0,0,0,0
"90141645.103c",2004,0,0,0,0,0,0
"90144360.100a",2004,0,0,0,0,0,0
"90144360.100c",2004,0,0,0,0,0,0
"90144365.100b",2004,0,0,0,0,0,0
"90144365.100c",2004,0,0,0,0,0,0
"90144369.100a",2004,0,0,0,0,0,0
"90144380.100a",2004,0,0,0,0,0,0
"90144391.100a",2004,0,0,0,0,0,0
"90144391.100b",2004,0,0,0,0,0,0
"90144411.100a",2004,0,0,0,0,0,0
"90144415.101a",2004,0,0,0,0,0,0
"90144446.100a",2004,0,0,0,0,0,0
"90144446.100b",2004,0,0,0,0,0,0
"90144485.100a",2004,0,0,0,0,0,0
"90144488.100a",2004,0,0,0,0,0,0
"90144488.100b",2004,0,0,0,0,0,0
"90144492.100a",2004,0,0,0,0,0,0
"90144496.100a",2004,0,0,0,0,0,0
"90144517.100a",2004,0,0,0,0,0,0
"90144562.100a",2004,0,0,0,0,0,0
"90144562.100b",2004,0,0,0,0,0,0
"90144562.100c",2004,0,0,0,0,0,0
"90144563.100a",2004,0,0,0,0,0,0
"90144563.101a",2004,0,0,0,0,0,0
"90144563.101b",2004,0,0,0,0,0,0
"90144565.100b",2004,0,0,0,0,0,0
"90144571.100a",2004,0,0,0,0,0,0
"90144575.100a",2004,0,0,0,0,0,0
"90144584.100a",2004,0,0,0,0,0,0
"90144585.100a",2004,0,0,0,0,0,0
"90144586.100a",2004,0,0,0,0,0,0
"90144586.100b",2004,0,0,0,0,0,0
"90144586.100c",2004,0,0,0,0,0,0
"90144592.100a",2004,0,0,0,0,0,0
"90144593.100a",2004,0,0,0,0,0,0
"90144595.100a",2004,0,0,0,0,0,0
"90144602.100a",2004,0,0,0,0,0,0
"90144603.100a",2004,0,0,0,0,0,0
"90144603.100b",2004,0,0,0,0,0,0
"90144603.100c",2004,0,0,0,0,0,0
"90144603.101a",2004,0,0,0,0,0,0
"90144604.100a",2004,0,0,0,0,0,0
"90144604.100b",2004,0,0,0,0,0,0
"90144604.100c",2004,0,0,0,0,0,0
"90144606.100a",2004,0,0,0,0,0,0
"90144606.100b",2004,0,0,0,0,0,0
"90144609.100a",2004,0,0,0,0,0,0
"90144610.100a",2004,0,0,0,0,0,0
"90144613.100a",2004,0,0,0,0,0,0
"90144614.101a",2004,0,0,0,0,0,0
"90144617.100a",2004,0,0,0,0,0,0
"90144624.101a",2004,0,0,0,0,0,0
"90144627.100a",2004,0,0,0,0,0,0
"90144634.100a",2004,0,0,0,0,0,0
"90144635.100a",2004,0,0,0,0,0,0
"90144637.100a",2004,0,0,0,0,0,0
"90144637.100b",2004,0,0,0,0,0,0
"90144637.100c",2004,0,0,0,0,0,0
"90144639.100a",2004,0,0,0,0,0,0
"90144642.100a",2004,0,0,0,0,0,0
"90144644.100a",2004,0,0,0,0,0,0
"90144646.100a",2004,0,0,0,0,0,0
"90144646.100b",2004,0,0,0,0,0,0
"90144646.100c",2004,0,0,0,0,0,0
"90144646.101a",2004,0,0,0,0,0,0
"90144647.101a",2004,0,0,0,0,0,0
"90144650.100a",2004,0,0,0,0,0,0
"90144650.100b",2004,0,0,0,0,0,0
"90144650.100c",2004,0,0,0,0,0,0
"90144657.101a",2004,0,0,0,0,0,0
"90144657.101b",2004,0,0,0,0,0,0
"90144660.100b",2004,0,0,0,0,0,0
"90144660.100c",2004,0,0,0,0,0,0
"90144661.100a",2004,0,0,0,0,0,0
"90144661.100b",2004,0,0,0,0,0,0
"90144661.100c",2004,0,0,0,0,0,0
"90144663.100a",2004,0,0,0,0,0,0
"90144666.100a",2004,0,0,0,0,0,0
"90144669.100a",2004,0,0,0,0,0,0
"90144675.100a",2004,0,0,0,0,0,0
"90144675.100b",2004,0,0,0,0,0,0
"90144676.100a",2004,0,0,0,0,0,0
"90144677.100a",2004,0,0,0,0,0,0
"90144677.100b",2004,0,0,0,0,0,0
"90144677.100c",2004,0,0,0,0,0,0
"90144689.100a",2004,0,0,0,0,0,0
"90144693.101a",2004,0,0,0,0,0,0
"90144694.100a",2004,0,0,0,0,0,0
"90144694.100b",2004,0,0,0,0,0,0
"90144698.100a",2004,0,0,0,0,0,0
"90144700.100a",2004,0,0,0,0,0,0
"90144700.100b",2004,0,0,0,0,0,0
"90144703.100a",2004,0,0,0,0,0,0
"90144703.100b",2004,0,0,0,0,0,0
"90144705.101a",2004,0,0,0,0,0,0
"90144705.101b",2004,0,0,0,0,0,0
"90144714.100a",2004,0,0,0,0,0,0
"90144714.100b",2004,0,0,0,0,0,0
"90144724.100a",2004,0,0,0,0,0,0
"90144724.101a",2004,0,0,0,0,0,0
"90144724.101b",2004,0,0,0,0,0,0
"90144727.100a",2004,0,0,0,0,0,0
"90144728.100b",2004,0,0,0,0,0,0
"90144729.100a",2004,0,0,0,0,0,0
"90144729.100b",2004,0,0,0,0,0,0
"90144739.100a",2004,0,0,0,0,0,0
"90144739.100b",2004,0,0,0,0,0,0
"90144740.100a",2004,0,0,0,0,0,0
"90144744.101a",2004,0,0,0,0,0,0
"90144744.103a",2004,0,0,0,0,0,0
"90144747.101a",2004,0,0,0,0,0,0
"90144750.100a",2004,0,0,0,0,0,0
"90144750.100b",2004,0,0,0,0,0,0
"90144751.100a",2004,0,0,0,0,0,0
"90144751.100b",2004,0,0,0,0,0,0
"90144753.101a",2004,0,0,0,0,0,0
"90144753.101b",2004,0,0,0,0,0,0
"90144759.101a",2004,0,0,0,0,0,0
"90144759.101b",2004,0,0,0,0,0,0
"90144759.101c",2004,0,0,0,0,0,0
"90144761.101a",2004,0,0,0,0,0,0
"90144761.101b",2004,0,0,0,0,0,0
"90144761.101c",2004,0,0,0,0,0,0
"90144761.102a",2004,0,0,0,0,0,0
"90144764.100a",2004,0,0,0,0,0,0
"90144764.100c",2004,0,0,0,0,0,0
"90144766.101a",2004,0,0,0,0,0,0
"90144773.100a",2004,0,0,0,0,0,0
"90144773.100b",2004,0,0,0,0,0,0
"90144773.100c",2004,0,0,0,0,0,0
"90144775.101a",2004,0,0,0,0,0,0
"90144776.100a",2004,0,0,0,0,0,0
"90144776.100b",2004,0,0,0,0,0,0
"90144779.101a",2004,0,0,0,0,0,0
"90144780.100a",2004,0,0,0,0,0,0
"90144780.101a",2004,0,0,0,0,0,0
"90144783.100a",2004,0,0,0,0,0,0
"90144784.101a",2004,0,0,0,0,0,0
"90144786.100a",2004,0,0,0,0,0,0
"90144786.100b",2004,0,0,0,0,0,0
"90144786.100c",2004,0,0,0,0,0,0
"90144787.101a",2004,0,0,0,0,0,0
"90144787.101b",2004,0,0,0,0,0,0
"90144787.101c",2004,0,0,0,0,0,0
"90144791.101a",2004,0,0,0,0,0,0
"90144794.100a",2004,0,0,0,0,0,0
"90144794.100b",2004,0,0,0,0,0,0
"90144794.100c",2004,0,0,0,0,0,0
"90144794.101b",2004,0,0,0,0,0,0
"90144794.101c",2004,0,0,0,0,0,0
"90144795.100b",2004,0,0,0,0,0,0
"90144795.100c",2004,0,0,0,0,0,0
"90144796.100a",2004,0,0,0,0,0,0
"90144796.100b",2004,0,0,0,0,0,0
"90144796.100c",2004,0,0,0,0,0,0
"90144796.100d",2004,0,0,0,0,0,0
"90144796.100e",2004,0,0,0,0,0,0
"90144796.100f",2004,0,0,0,0,0,0
"90144799.101a",2004,0,0,0,0,0,0
"90144801.100a",2004,0,0,0,0,0,0
"90144801.100b",2004,0,0,0,0,0,0
"90144801.100c",2004,0,0,0,0,0,0
"90144803.100a",2004,0,0,0,0,0,0
"90144803.100b",2004,0,0,0,0,0,0
"90144803.100c",2004,0,0,0,0,0,0
"90144811.100a",2004,0,0,0,0,0,0
"90144813.100a",2004,0,0,0,0,0,0
"90144813.100c",2004,0,0,0,0,0,0
"90144814.100a",2004,0,0,0,0,0,0
"90144814.100b",2004,0,0,0,0,0,0
"90144814.100c",2004,0,0,0,0,0,0
"90144817.101a",2004,0,0,0,0,0,0
"90144818.100a",2004,0,0,0,0,0,0
"90144819.102a",2004,0,0,0,0,0,0
"90144819.102b",2004,0,0,0,0,0,0
"90144820.100a",2004,0,0,0,0,0,0
"90144828.100a",2004,0,0,0,0,0,0
"90144830.100a",2004,0,0,0,0,0,0
"90144833.100a",2004,0,0,0,0,0,0
"90144837.101a",2004,0,0,0,0,0,0
"90144839.101a",2004,0,0,0,0,0,0
"90144839.101b",2004,0,0,0,0,0,0
"90144839.101c",2004,0,0,0,0,0,0
"90144840.100a",2004,0,0,0,0,0,0
"90144850.100a",2004,0,0,0,0,0,0
"90144855.101a",2004,0,0,0,0,0,0
"90144855.101b",2004,0,0,0,0,0,0
"90144855.101c",2004,0,0,0,0,0,0
"90144855.101d",2004,0,0,0,0,0,0
"90144861.101a",2004,0,0,0,0,0,0
"90144864.100a",2004,0,0,0,0,0,0
"90144864.100b",2004,0,0,0,0,0,0
"90144864.100c",2004,0,0,0,0,0,0
"90144865.100a",2004,0,0,0,0,0,0
"90144868.101a",2004,0,0,0,0,0,0
"90144873.102a",2004,0,0,0,0,0,0
"90144877.100a",2004,0,0,0,0,0,0
"90144877.101a",2004,0,0,0,0,0,0
"90144877.101b",2004,0,0,0,0,0,0
"90144881.100a",2004,0,0,0,0,0,0
"90144884.100a",2004,0,0,0,0,0,0
"90144884.100b",2004,0,0,0,0,0,0
"90144884.100c",2004,0,0,0,0,0,0
"90144886.100a",2004,0,0,0,0,0,0
"90144886.100b",2004,0,0,0,0,0,0
"90144886.100c",2004,0,0,0,0,0,0
"90144887.101a",2004,0,0,0,0,0,0
"90144887.101b",2004,0,0,0,0,0,0
"90144887.101c",2004,0,0,0,0,0,0
"90144888.100a",2004,0,0,0,0,0,0
"90144891.100a",2004,0,0,0,0,0,0
"90144891.100b",2004,0,0,0,0,0,0
"90144893.100a",2004,0,0,0,0,0,0
"90144893.100b",2004,0,0,0,0,0,0
"90144893.100c",2004,0,0,0,0,0,0
"90144895.100b",2004,0,0,0,0,0,0
"90144895.100c",2004,0,0,0,0,0,0
"90144897.100a",2004,0,0,0,0,0,0
"90144897.100b",2004,0,0,0,0,0,0
"90144897.100c",2004,0,0,0,0,0,0
"90144897.101a",2004,0,0,0,0,0,0
"90144898.101a",2004,0,0,0,0,0,0
"90144898.101b",2004,0,0,0,0,0,0
"90144898.101c",2004,0,0,0,0,0,0
"90144899.100a",2004,0,0,0,0,0,0
"90144899.100b",2004,0,0,0,0,0,0
"90144899.100c",2004,0,0,0,0,0,0
"90144901.101a",2004,0,0,0,0,0,0
"90144902.100a",2004,0,0,0,0,0,0
"90144902.100b",2004,0,0,0,0,0,0
"90144902.100c",2004,0,0,0,0,0,0
"90144902.101a",2004,0,0,0,0,0,0
"90144902.101b",2004,0,0,0,0,0,0
"90144909.101a",2004,0,0,0,0,0,0
"90144909.101c",2004,0,0,0,0,0,0
"90144910.100a",2004,0,0,0,0,0,0
"90144911.100a",2004,0,0,0,0,0,0
"90144911.100b",2004,0,0,0,0,0,0
"90144917.101a",2004,0,0,0,0,0,0
"90144917.101b",2004,0,0,0,0,0,0
"90144917.101c",2004,0,0,0,0,0,0
"90144924.100a",2004,0,0,0,0,0,0
"90144924.100b",2004,0,0,0,0,0,0
"90144924.100c",2004,0,0,0,0,0,0
"90144928.100a",2004,0,0,0,0,0,0
"90144928.100b",2004,0,0,0,0,0,0
"90144928.100c",2004,0,0,0,0,0,0
"90144928.100d",2004,0,0,0,0,0,0
"90144928.100e",2004,0,0,0,0,0,0
"90144928.101a",2004,0,0,0,0,0,0
"90144930.100a",2004,0,0,0,0,0,0
"90144930.100b",2004,0,0,0,0,0,0
"90144930.100c",2004,0,0,0,0,0,0
"90144932.100a",2004,0,0,0,0,0,0
"90144932.100c",2004,0,0,0,0,0,0
"90144935.100a",2004,0,0,0,0,0,0
"90144937.100a",2004,0,0,0,0,0,0
"90144937.100b",2004,0,0,0,0,0,0
"90144941.100a",2004,0,0,0,0,0,0
"90144941.101a",2004,0,0,0,0,0,0
"90144948.100a",2004,0,0,0,0,0,0
"90144948.100b",2004,0,0,0,0,0,0
"90144948.100c",2004,0,0,0,0,0,0
"90144948.101a",2004,0,0,0,0,0,0
"90144949.101a",2004,0,0,0,0,0,0
"90145052.100a",2004,0,0,0,0,0,0
"90145052.100b",2004,0,0,0,0,0,0
"90145052.101a",2004,0,0,0,0,0,0
"90145054.100a",2004,0,0,0,0,0,0
"90145055.100a",2004,0,0,0,0,0,0
"90145057.100a",2004,0,0,0,0,0,0
"90145057.100b",2004,0,0,0,0,0,0
"90145057.100c",2004,0,0,0,0,0,0
"90145060.100a",2004,0,0,0,0,0,0
"90145060.100b",2004,0,0,0,0,0,0
"90145061.101a",2004,0,0,0,0,0,0
"90145061.101c",2004,0,0,0,0,0,0
"90145063.101a",2004,0,0,0,0,0,0
"90145064.100a",2004,0,0,0,0,0,0
"90145064.100b",2004,0,0,0,0,0,0
"90145064.100c",2004,0,0,0,0,0,0
"90145064.100d",2004,0,0,0,0,0,0
"90145068.100a",2004,0,0,0,0,0,0
"90145073.100a",2004,0,0,0,0,0,0
"90145073.100b",2004,0,0,0,0,0,0
"90145073.100c",2004,0,0,0,0,0,0
"90145079.100a",2004,0,0,0,0,0,0
"90145080.100a",2004,0,0,0,0,0,0
"90145080.100b",2004,0,0,0,0,0,0
"90145081.101a",2004,0,0,0,0,0,0
"90145081.101b",2004,0,0,0,0,0,0
"90145081.101c",2004,0,0,0,0,0,0
"90145082.100a",2004,0,0,0,0,0,0
"90145082.100b",2004,0,0,0,0,0,0
"90145082.100c",2004,0,0,0,0,0,0
"90145085.101a",2004,0,0,0,0,0,0
"90145085.101b",2004,0,0,0,0,0,0
"90145087.101a",2004,0,0,0,0,0,0
"90145087.101b",2004,0,0,0,0,0,0
"90145098.100a",2004,0,0,0,0,0,0
"90145098.100b",2004,0,0,0,0,0,0
"90145098.100c",2004,0,0,0,0,0,0
"90145098.101a",2004,0,0,0,0,0,0
"90145098.101b",2004,0,0,0,0,0,0
"90145098.102a",2004,0,0,0,0,0,0
"90145101.100a",2004,0,0,0,0,0,0
"90145101.100b",2004,0,0,0,0,0,0
"90145103.100a",2004,0,0,0,0,0,0
"90145106.100a",2004,0,0,0,0,0,0
"90145106.100b",2004,0,0,0,0,0,0
"90145107.101a",2004,0,0,0,0,0,0
"90145107.102a",2004,0,0,0,0,0,0
"90145110.100a",2004,0,0,0,0,0,0
"90145110.100b",2004,0,0,0,0,0,0
"90145111.100b",2004,0,0,0,0,0,0
"90145112.100a",2004,0,0,0,0,0,0
"90145118.100a",2004,0,0,0,0,0,0
"90145118.100b",2004,0,0,0,0,0,0
"90145124.101a",2004,0,0,0,0,0,0
"90145124.101b",2004,0,0,0,0,0,0
"90145127.100b",2004,0,0,0,0,0,0
"90145128.100a",2004,0,0,0,0,0,0
"90145130.100a",2004,0,0,0,0,0,0
"90145132.100a",2004,0,0,0,0,0,0
"90145133.100a",2004,0,0,0,0,0,0
"90145133.100b",2004,0,0,0,0,0,0
"90145135.100b",2004,0,0,0,0,0,0
"90145136.100a",2004,0,0,0,0,0,0
"90145136.100b",2004,0,0,0,0,0,0
"90145136.101a",2004,0,0,0,0,0,0
"90145138.100a",2004,0,0,0,0,0,0
"90145139.100a",2004,0,0,0,0,0,0
"90145139.100b",2004,0,0,0,0,0,0
"90145140.100a",2004,0,0,0,0,0,0
"90145141.100c",2004,0,0,0,0,0,0
"90145143.100a",2004,0,0,0,0,0,0
"90145143.100b",2004,0,0,0,0,0,0
"90145145.101a",2004,0,0,0,0,0,0
"90145146.100a",2004,0,0,0,0,0,0
"90145146.100b",2004,0,0,0,0,0,0
"90145147.100a",2004,0,0,0,0,0,0
"90145150.101a",2004,0,0,0,0,0,0
"90145151.100a",2004,0,0,0,0,0,0
"90145151.100b",2004,0,0,0,0,0,0
"90145154.101a",2004,0,0,0,0,0,0
"90145154.101c",2004,0,0,0,0,0,0
"90145158.100a",2004,0,0,0,0,0,0
"90145158.100b",2004,0,0,0,0,0,0
"90145161.101a",2004,0,0,0,0,0,0
"90145163.100a",2004,0,0,0,0,0,0
"90145163.100b",2004,0,0,0,0,0,0
"90145163.100c",2004,0,0,0,0,0,0
"90145165.100a",2004,0,0,0,0,0,0
"90145165.100b",2004,0,0,0,0,0,0
"90145165.100c",2004,0,0,0,0,0,0
"90145166.100a",2004,0,0,0,0,0,0
"90145174.101a",2004,0,0,0,0,0,0
"90145177.101a",2004,0,0,0,0,0,0
"90145177.101c",2004,0,0,0,0,0,0
"90145185.101a",2004,0,0,0,0,0,0
"90145194.101a",2004,0,0,0,0,0,0
"90145197.100a",2004,0,0,0,0,0,0
"90145197.100b",2004,0,0,0,0,0,0
"90145197.100c",2004,0,0,0,0,0,0
"90145204.100a",2004,0,0,0,0,0,0
"90145207.100a",2004,0,0,0,0,0,0
"90145208.101a",2004,0,0,0,0,0,0
"90145208.101b",2004,0,0,0,0,0,0
"90145208.101c",2004,0,0,0,0,0,0
"90145213.100a",2004,0,0,0,0,0,0
"90145214.100a",2004,0,0,0,0,0,0
"90145215.100a",2004,0,0,0,0,0,0
"90145215.100b",2004,0,0,0,0,0,0
"90145215.102a",2004,0,0,0,0,0,0
"90145215.102b",2004,0,0,0,0,0,0
"90145220.101a",2004,0,0,0,0,0,0
"90145220.101b",2004,0,0,0,0,0,0
"90145220.101c",2004,0,0,0,0,0,0
"90145220.101d",2004,0,0,0,0,0,0
"90145224.101a",2004,0,0,0,0,0,0
"90145224.101b",2004,0,0,0,0,0,0
"90145224.101c",2004,0,0,0,0,0,0
"90145227.100a",2004,0,0,0,0,0,0
"90145228.100a",2004,0,0,0,0,0,0
"90145228.100b",2004,0,0,0,0,0,0
"90145228.100c",2004,0,0,0,0,0,0
"90145234.100a",2004,0,0,0,0,0,0
"90145234.100b",2004,0,0,0,0,0,0
"90145251.101a",2004,0,0,0,0,0,0
"90145260.101a",2004,0,0,0,0,0,0
"90145260.101b",2004,0,0,0,0,0,0
"90145260.101c",2004,0,0,0,0,0,0
"90145261.100a",2004,0,0,0,0,0,0
"90145261.100b",2004,0,0,0,0,0,0
"90145262.102a",2004,0,0,0,0,0,0
"90145263.100a",2004,0,0,0,0,0,0
"90145263.100b",2004,0,0,0,0,0,0
"90145263.100c",2004,0,0,0,0,0,0
"90145263.100d",2004,0,0,0,0,0,0
"90145264.101a",2004,0,0,0,0,0,0
"90145264.101b",2004,0,0,0,0,0,0
"90145264.101c",2004,0,0,0,0,0,0
"90145264.102a",2004,0,0,0,0,0,0
"90145264.102b",2004,0,0,0,0,0,0
"90145264.102c",2004,0,0,0,0,0,0
"90145268.100a",2004,0,0,0,0,0,0
"90145274.100a",2004,0,0,0,0,0,0
"90145279.100a",2004,0,0,0,0,0,0
"90145279.100b",2004,0,0,0,0,0,0
"90145279.100c",2004,0,0,0,0,0,0
"90145288.100a",2004,0,0,0,0,0,0
"90145288.100b",2004,0,0,0,0,0,0
"90145296.100a",2004,0,0,0,0,0,0
"90145310.100a",2004,0,0,0,0,0,0
"90145312.100a",2004,0,0,0,0,0,0
"90145316.100a",2004,0,0,0,0,0,0
"90145316.100b",2004,0,0,0,0,0,0
"90145316.100c",2004,0,0,0,0,0,0
"90145319.100a",2004,0,0,0,0,0,0
"90145326.100a",2004,0,0,0,0,0,0
"90145330.100a",2004,0,0,0,0,0,0
"90145330.100b",2004,0,0,0,0,0,0
"90145330.100c",2004,0,0,0,0,0,0
"90145330.101a",2004,0,0,0,0,0,0
"90145331.100a",2004,0,0,0,0,0,0
"90145335.100a",2004,0,0,0,0,0,0
"90145335.100b",2004,0,0,0,0,0,0
"90145335.100c",2004,0,0,0,0,0,0
"90145335.100d",2004,0,0,0,0,0,0
"90145335.100e",2004,0,0,0,0,0,0
"90145337.100a",2004,0,0,0,0,0,0
"90145339.100a",2004,0,0,0,0,0,0
"90145355.101a",2004,0,0,0,0,0,0
"90145355.101c",2004,0,0,0,0,0,0
"90145360.100a",2004,0,0,0,0,0,0
"90145360.100b",2004,0,0,0,0,0,0
"90145360.100c",2004,0,0,0,0,0,0
"90145363.101a",2004,0,0,0,0,0,0
"90145363.101b",2004,0,0,0,0,0,0
"90145363.101c",2004,0,0,0,0,0,0
"90145363.101d",2004,0,0,0,0,0,0
"90145363.101e",2004,0,0,0,0,0,0
"90145364.101a",2004,0,0,0,0,0,0
"90145371.100a",2004,0,0,0,0,0,0
"90145372.101a",2004,0,0,0,0,0,0
"90145387.101a",2004,0,0,0,0,0,0
"90145388.100a",2004,0,0,0,0,0,0
"90145393.100a",2004,0,0,0,0,0,0
"90145393.100b",2004,0,0,0,0,0,0
"90145393.100c",2004,0,0,0,0,0,0
"90145405.100a",2004,0,0,0,0,0,0
"90145414.101b",2004,0,0,0,0,0,0
"90145419.100a",2004,0,0,0,0,0,0
"90145419.100b",2004,0,0,0,0,0,0
"90145420.100a",2004,0,0,0,0,0,0
"90145420.100b",2004,0,0,0,0,0,0
"90145420.100c",2004,0,0,0,0,0,0
"90145423.102a",2004,0,0,0,0,0,0
"90145423.102b",2004,0,0,0,0,0,0
"90145423.102c",2004,0,0,0,0,0,0
"90145427.101a",2004,0,0,0,0,0,0
"90145427.101b",2004,0,0,0,0,0,0
"90145428.100a",2004,0,0,0,0,0,0
"90145428.100b",2004,0,0,0,0,0,0
"90145428.100c",2004,0,0,0,0,0,0
"90145430.100a",2004,0,0,0,0,0,0
"90145430.100b",2004,0,0,0,0,0,0
"90145430.100c",2004,0,0,0,0,0,0
"90145432.100a",2004,0,0,0,0,0,0
"90145432.100b",2004,0,0,0,0,0,0
"90145432.100c",2004,0,0,0,0,0,0
"90145437.100a",2004,0,0,0,0,0,0
"90145437.100b",2004,0,0,0,0,0,0
"90145440.100a",2004,0,0,0,0,0,0
"90145440.100c",2004,0,0,0,0,0,0
"90145443.101a",2004,0,0,0,0,0,0
"90145444.100a",2004,0,0,0,0,0,0
"90145447.100a",2004,0,0,0,0,0,0
"90145447.100b",2004,0,0,0,0,0,0
"90145447.100c",2004,0,0,0,0,0,0
"90145449.101a",2004,0,0,0,0,0,0
"90145449.101b",2004,0,0,0,0,0,0
"90145449.101c",2004,0,0,0,0,0,0
"90145449.102a",2004,0,0,0,0,0,0
"90145459.101a",2004,0,0,0,0,0,0
"90145459.101b",2004,0,0,0,0,0,0
"90145459.101c",2004,0,0,0,0,0,0
"90145459.101d",2004,0,0,0,0,0,0
"90145460.100a",2004,0,0,0,0,0,0
"90145460.100b",2004,0,0,0,0,0,0
"90145460.100c",2004,0,0,0,0,0,0
"90145461.100a",2004,0,0,0,0,0,0
"90145463.101a",2004,0,0,0,0,0,0
"90145467.100a",2004,0,0,0,0,0,0
"90145467.100c",2004,0,0,0,0,0,0
"90145473.100a",2004,0,0,0,0,0,0
"90145473.100b",2004,0,0,0,0,0,0
"90145474.100a",2004,0,0,0,0,0,0
"90145474.100b",2004,0,0,0,0,0,0
"90145477.100a",2004,0,0,0,0,0,0
"90145477.100c",2004,0,0,0,0,0,0
"90145477.102a",2004,0,0,0,0,0,0
"90145477.102c",2004,0,0,0,0,0,0
"90145478.100a",2004,0,0,0,0,0,0
"90145478.100b",2004,0,0,0,0,0,0
"90145478.101a",2004,0,0,0,0,0,0
"90145478.101b",2004,0,0,0,0,0,0
"90145485.101a",2004,0,0,0,0,0,0
