"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90194044.100b",2004-06-18,566,"1201821","Windscreen"
"90100757.10a",2004-06-19,1288,"1201565","Damage"
"90103478.100a",2004-06-19,85,"1203465","Windscreen"
"90104215.102a",2004-06-19,59,"1201724","TPL"
"90108644.100a",2004-06-19,194,"1201967","Windscreen"
"90111318.102a",2004-06-19,29,"1202060","Windscreen"
"90113382.102a",2004-06-19,915,"1201539","TPL"
"90141597.100a",2004-06-19,163,"1202119","Windscreen"
"90146580.100a",2004-06-19,455,"1201853","TPL"
"90146974.100a",2004-06-19,1746,"1201735","TPL"
"90150389.101b",2004-06-19,916,"1201794","Theft"
"90151517.100a",2004-06-19,648,"1201634","TPL"
"90152336.100a",2004-06-19,222,"1203137","Windscreen"
"90155824.100b",2004-06-19,59,"1201610","TPL"
"90183943.101b",2004-06-19,1269,"1201519","Damage"
"90191209.100b",2004-06-19,2198,"1201685","TPL"
"90193170.100a",2004-06-19,2127,"1201637","Damage"
"90146339.100a",2004-06-20,320,"1202152","Windscreen"
"90147330.100a",2004-06-20,222,"1201509","Windscreen"
"90149741.100b",2004-06-20,254,"1202050","Windscreen"
"90155228.103a",2004-06-20,260,"1202053","Windscreen"
"90159507.100a",2004-06-20,222,"1201848","Windscreen"
"90169026.100a",2004-06-20,1588,"1201843","TPL"
"90180683.100b",2004-06-20,664,"1201566","TPL"
"90104008.101e",2004-06-21,268,"1201630","TPL"
"90106298.10c",2004-06-21,92,"1201879","Windscreen"
"90116364.101a",2004-06-21,243,"1201462","Windscreen"
"90132099.102a",2004-06-21,559,"1201540","TPL"
"90144693.100a",2004-06-21,628,"1201722","TPL"
"90146101.100c",2004-06-21,5109,"1201626","TPL"
"90146256.100a",2004-06-21,470,"1201571","TPL"
"90148904.100b",2004-06-21,284,"1202061","Windscreen"
"90148944.100b",2004-06-21,113,"1202356","Windscreen"
"90149029.100b",2004-06-21,2585,"1201429","TPL"
"90155150.100c",2004-06-21,109,"1201554","Windscreen"
"90165964.100a",2004-06-21,913,"1201586","TPL"
"90168081.100a",2004-06-21,1308,"1201543","TPL"
"90181146.100a",2004-06-21,62,"1201723","Windscreen"
"90187391.100b",2004-06-21,459,"1201992","Windscreen"
"90193286.100a",2004-06-21,311,"1201507","Windscreen"
"90110913.101a",2004-06-22,212,"1202776","Windscreen"
"90115983.101b",2004-06-22,129,"1201831","Windscreen"
"90119189.101b",2004-06-22,594,"1201483","Windscreen"
"90126040.100a",2004-06-22,573,"1202039","TPL"
"90127882.100a",2004-06-22,572,"1201406","Windscreen"
"90133752.101a",2004-06-22,415,"1201442","TPL"
"90144409.100a",2004-06-22,915,"1201577","TPL"
"90144622.100a",2004-06-22,41,"1201643","Windscreen"
"90151941.100b",2004-06-22,131,"1201611","Windscreen"
"90154547.100b",2004-06-22,96,"1201969","Windscreen"
"90178863.101b",2004-06-22,4053,"1201578","Damage"
"90179560.101a",2004-06-22,3605,"1201555","TPL"
"90185193.100a",2004-06-22,296,"1202598","Windscreen"
"90189434.100a",2004-06-22,2375,"1201752","Damage"
"20100218.10a",2004-06-23,934,"1201485","TPL"
"90108066.101a",2004-06-23,87,"1201355","Damage"
"90110650.101b",2004-06-23,1625,"1201453","TPL"
"90127356.101a",2004-06-23,17033,"1201450","Damage"
"90132880.100b",2004-06-23,696,"1201397","Theft"
"90167909.100a",2004-06-23,649,"1201496","TPL"
"90176259.100a",2004-06-23,2373,"1201674","TPL"
"90178790.100b",2004-06-23,915,"1201670","TPL"
"1005075.100a",2004-06-24,289,"1201503","Windscreen"
"70200016.10a",2004-06-24,733,"1201480","TPL"
"90102534.101b",2004-06-24,947,"1201398","TPL"
"90128702.100a",2004-06-24,3522,"1202265","TPL"
"90128709.101a",2004-06-24,67,"1201393","TPL"
"90145355.101c",2004-06-24,70,"1201484","TPL"
"90154080.101a",2004-06-24,44,"1201773","TPL"
"90154181.100a",2004-06-24,425,"1201553","Windscreen"
"90126988.100b",2004-06-25,302,"1201828","Windscreen"
"90145416.100a",2004-06-25,915,"1201663","TPL"
"90145467.100c",2004-06-25,483,"1201665","TPL"
"90147919.100b",2004-06-25,748,"1201379","TPL"
"90148572.102a",2004-06-25,87,"1201830","Windscreen"
"90152578.100a",2004-06-25,915,"1202122","TPL"
"90154096.100b",2004-06-25,505,"1201392","TPL"
"90158833.100b",2004-06-25,72,"1201435","TPL"
"90168249.100a",2004-06-25,600,"1202300","Windscreen"
"90176012.100a",2004-06-25,262,"1201926","Windscreen"
"90180537.100c",2004-06-25,915,"1201627","TPL"
"20100157.101a",2004-06-26,1493,"1201369","TPL"
"90111560.101a",2004-06-26,395,"1201360","Windscreen"
"90132096.100b",2004-06-26,915,"1201521","TPL"
"90145510.100a",2004-06-26,268,"1202096","Windscreen"
"90145661.100a",2004-06-26,2562,"1203491","TPL"
"90151685.100a",2004-06-26,1171,"1201570","Theft"
"90152591.100a",2004-06-26,4794,"1201437","Damage"
"80200127.101a",2004-06-27,480,"1201216","Damage"
"90104327.101a",2004-06-27,284,"1201152","Damage"
"90108677.101a",2004-06-27,1858,"1201306","TPL"
"90132160.100a",2004-06-27,93,"1201940","TPL"
"90148361.101b",2004-06-27,220,"1201552","Windscreen"
"90151507.100a",2004-06-27,889,"1201905","TPL"
"90152050.100a",2004-06-27,85,"1201400","TPL"
"90152300.100d",2004-06-27,158,"1201514","Windscreen"
"90152956.101a",2004-06-27,90,"1203234","Damage"
"90153184.102a",2004-06-27,606,"1201353","TPL"
"90154839.100a",2004-06-27,268,"1202224","Windscreen"
"90157745.100a",2004-06-27,59,"1201805","Windscreen"
"90160069.100a",2004-06-27,0,"1202437","TPL"
"90166850.100a",2004-06-27,221,"1201299","Windscreen"
"90167873.100a",2004-06-27,1382,"1201240","Damage"
"90168336.100b",2004-06-27,1214,"1201202","TPL"
"90179152.100b",2004-06-27,228,"1202631","Windscreen"
"90190013.102a",2004-06-27,1900,"1201296","TPL"
"90190947.100a",2004-06-27,46,"1201863","Windscreen"
"90191851.100a",2004-06-27,69,"1201191","TPL"
"60200214.10b",2004-06-28,937,"1201204","Theft"
"90127255.101c",2004-06-28,440,"1201460","Windscreen"
"90133764.100a",2004-06-28,505,"1201477","Windscreen"
"90147668.100a",2004-06-28,205,"1201422","Windscreen"
"90167836.100a",2004-06-28,2022,"1201467","TPL"
"90167981.100a",2004-06-28,7681,"1201203","Theft"
"90172082.102a",2004-06-28,326,"1201298","TPL"
"90174083.100a",2004-06-28,238,"1202136","Fire"
"90191207.100a",2004-06-28,2671,"1201121","Damage"
"1009629.100b",2004-06-29,1880,"1201053","TPL"
"90103478.100a",2004-06-29,153,"1201287","Windscreen"
"90110685.106a",2004-06-29,111,"1201731","Theft"
"90131012.100a",2004-06-29,1176,"1201346","Damage"
"90133875.100a",2004-06-29,71,"1201620","Windscreen"
"90147973.100a",2004-06-29,1867,"1201170","Theft"
"90149189.100a",2004-06-29,325,"1201464","Damage"
"90153590.100a",2004-06-29,72,"1201166","TPL"
"90154181.100b",2004-06-29,7527,"1201304","TPL"
"90157303.100c",2004-06-29,164,"1207006","TPL"
"90157502.100b",2004-06-29,1008,"1201679","TPL"
"90172082.100a",2004-06-29,0,"1201857","Theft"
"90173863.101a",2004-06-29,2456,"1201091","TPL"
"90174119.100a",2004-06-29,372,"1201314","TPL"
"90183909.100a",2004-06-29,260,"1201725","TPL"
"1003124.101a",2004-06-30,915,"1201270","TPL"
"90133484.100b",2004-06-30,5132,"1201220","Damage"
"90146186.100a",2004-06-30,915,"1201528","TPL"
"90148612.100a",2004-06-30,250,"1201207","TPL"
"90153212.100a",2004-06-30,67,"1201212","TPL"
"90180851.100a",2004-06-30,2687,"1201151","TPL"
"90149632.101b",2004-07-01,7023,"203002","Damage"
"90133049.103a",2004-07-01,525,"9295","Other"
"90109376.101a",2004-07-01,30,"1201384","Theft"
"90180914.100a",2004-07-01,19,"205746","Theft"
"90132357.100a",2004-07-01,744,"206519","TPL"
"90188360.100b",2004-07-01,231,"10739","TPL"
"90152556.100b",2004-07-01,381,"203730","TPL"
"90128207.101a",2004-07-01,1542,"205587","TPL"
"90108241.100b",2004-07-01,342,"202599","TPL"
"90154023.100a",2004-07-01,1478,"200454","TPL"
"90187802.101a",2004-07-01,3909,"200203","TPL"
"90185775.100a",2004-07-01,714,"202243","Windscreen"
"90146528.100a",2004-07-01,375,"201347","Windscreen"
"90186758.100b",2004-07-01,110,"11183","Windscreen"
"90133685.100b",2004-07-02,2684,"8726","Damage"
"90174368.100b",2004-07-02,88,"207854","Damage"
"90156523.100a",2004-07-02,0,"1201425","Theft"
"90178806.100a",2004-07-02,370,"12582","TPL"
"90176347.100a",2004-07-02,1135,"206305","TPL"
"90160984.100a",2004-07-02,103,"8272","TPL"
"90151609.100a",2004-07-02,0,"1209151","TPL"
"90149951.100a",2004-07-02,546,"208332","TPL"
"90148180.100a",2004-07-02,1891,"7108","TPL"
"90135249.100b",2004-07-02,897,"207678","TPL"
"90123352.100a",2004-07-02,463,"1201642","TPL"
"90124464.101b",2004-07-02,405,"7540","TPL"
"90157624.100a",2004-07-02,652,"13699","TPL"
"90134319.100a",2004-07-02,314,"204975","Windscreen"
"90161385.100a",2004-07-02,258,"1206190","Windscreen"
"90134812.101a",2004-07-02,349,"202792","Windscreen"
"90178019.100a",2004-07-02,174,"209495","Windscreen"
"90103540.10a",2004-07-02,552,"1207263","Windscreen"
"90192882.100a",2004-07-02,124,"9881","Windscreen"
"1002559.100c",2004-07-03,2975,"1204626","Theft"
"90104529.101a",2004-07-03,897,"202715","TPL"
"90181582.100a",2004-07-03,1830,"1205920","TPL"
"90110847.101a",2004-07-03,48,"1202671","Windscreen"
"90113052.101a",2004-07-03,143,"9305","Windscreen"
"90108300.101a",2004-07-04,1076,"209725","Damage"
"90146239.101a",2004-07-04,1982,"12045","Other"
"90135137.102a",2004-07-04,0,"205960","Theft"
"90184064.100a",2004-07-04,981,"9154","TPL"
"90152347.100a",2004-07-04,270,"200975","TPL"
"90110441.101a",2004-07-04,11189,"202115","TPL"
"90163195.100b",2004-07-04,15,"209208","TPL"
"90130867.100a",2004-07-04,897,"206481","TPL"
"90158020.101a",2004-07-04,897,"200795","TPL"
"90168783.100b",2004-07-05,2278,"206559","Damage"
"90145727.100a",2004-07-05,17002,"205382","Damage"
"90178754.101a",2004-07-05,1507,"206207","Fire"
"90172217.100b",2004-07-05,366,"1206170","Theft"
"90104029.100a",2004-07-05,956,"1203153","Theft"
"90120359.101b",2004-07-05,10726,"205137","Theft"
"90132008.100a",2004-07-05,14056,"1202656","TPL"
"90152911.100a",2004-07-05,97,"1206957","TPL"
"90133233.100a",2004-07-05,330,"12225","TPL"
"90108026.101a",2004-07-05,897,"206150","TPL"
"90117954.102a",2004-07-05,565,"1203517","TPL"
"90111215.101b",2004-07-05,1443,"205464","TPL"
"90182338.100a",2004-07-05,3773,"1205266","TPL"
"90154083.101a",2004-07-05,56,"209988","TPL"
"90156148.100b",2004-07-05,966,"8626","TPL"
"90131358.100a",2004-07-05,413,"10495","Windscreen"
"90193971.100b",2004-07-05,592,"208283","Windscreen"
"90165236.100b",2004-07-06,911,"204218","Damage"
"90106203.102a",2004-07-06,83,"1206824","Fire"
"90109042.102a",2004-07-06,53,"208228","Other"
"90149741.100b",2004-07-06,7302,"200814","Theft"
"90145525.101a",2004-07-06,1664,"13340","Theft"
"90127899.101a",2004-07-06,124,"203158","Theft"
"90164505.100a",2004-07-06,343,"204318","TPL"
"90160566.100a",2004-07-06,114,"1208740","TPL"
"1009228.100a",2004-07-06,915,"1202273","TPL"
"70205418.100a",2004-07-06,7226,"204578","TPL"
"90133295.100a",2004-07-06,160,"207552","Windscreen"
"90167009.100a",2004-07-06,92,"203172","Windscreen"
"90151478.100a",2004-07-06,119,"1204583","Windscreen"
"90167798.100a",2004-07-06,239,"1208016","Windscreen"
"90157511.100a",2004-07-06,547,"1205640","Windscreen"
"90151854.100a",2004-07-07,2410,"11849","Damage"
"90173949.100a",2004-07-07,0,"1205546","Damage"
"90167691.101a",2004-07-07,9938,"205104","Damage"
"90162787.100a",2004-07-07,911,"204218","Damage"
"90145251.100a",2004-07-07,3,"1206381","TPL"
"90133372.101b",2004-07-07,2601,"1203003","TPL"
"20100160.102a",2004-07-07,5940,"204700","TPL"
"90147301.100a",2004-07-07,51,"207533","TPL"
"90146010.101a",2004-07-07,3033,"202080","TPL"
"90181449.100a",2004-07-07,915,"1203597","TPL"
"90166859.101a",2004-07-07,2072,"9732","TPL"
"90149149.100a",2004-07-07,134,"202399","TPL"
"90126111.101a",2004-07-07,873,"201102","TPL"
"1001730.101a",2004-07-07,63,"10569","Windscreen"
"90192907.100a",2004-07-07,526,"208202","Windscreen"
"90108634.100a",2004-07-07,617,"11054","Windscreen"
"90152608.100b",2004-07-07,173,"10547","Windscreen"
"70200066.101a",2004-07-07,137,"8949","Windscreen"
"90106129.101a",2004-07-07,199,"201238","Windscreen"
"90148783.100a",2004-07-07,213,"209804","Windscreen"
"90134129.100a",2004-07-08,3048,"207982","Damage"
"1007648.100a",2004-07-08,1303,"200657","Damage"
"90156013.100a",2004-07-08,83,"1206824","Fire"
"90160317.100a",2004-07-08,10941,"1205137","Theft"
"90151954.100a",2004-07-08,65,"202932","TPL"
"90108297.101a",2004-07-08,897,"200398","TPL"
"90134635.100a",2004-07-08,512,"200635","TPL"
"90148073.100a",2004-07-08,0,"1209100","TPL"
"90110692.100b",2004-07-08,298,"1209422","Windscreen"
"70204015.10a",2004-07-08,268,"1209544","Windscreen"
"1005773.100a",2004-07-09,18392,"11489","Damage"
"90181458.100b",2004-07-09,594,"1204140","Fire"
"90116459.101a",2004-07-09,0,"208579","Theft"
"90166930.100a",2004-07-09,945,"1202412","TPL"
"90133189.100a",2004-07-09,897,"203774","TPL"
"90110899.101a",2004-07-09,2041,"205648","TPL"
"10200011.102b",2004-07-09,254,"7813","TPL"
"90149447.100a",2004-07-09,1205,"206774","TPL"
"80100113.101a",2004-07-09,69,"1204010","TPL"
"90131619.101a",2004-07-09,602,"1204716","TPL"
"90164510.100a",2004-07-09,1598,"209484","TPL"
"90157004.100a",2004-07-09,74,"209613","Windscreen"
"90134271.100a",2004-07-09,279,"9566","Windscreen"
"90104008.101d",2004-07-09,52,"205985","Windscreen"
"1001804.100a",2004-07-09,323,"1202512","Windscreen"
"80100230.10b",2004-07-09,193,"1207663","Windscreen"
"90167407.100a",2004-07-10,415,"1206707","Damage"
"90126727.101a",2004-07-10,0,"10543","Other"
"90155788.100c",2004-07-10,1403,"202406","TPL"
"26.103a",2004-07-10,681,"204271","TPL"
"90161643.100a",2004-07-10,430,"1208668","TPL"
"90180736.100a",2004-07-10,37,"1205061","TPL"
"90156604.100a",2004-07-10,15,"12216","TPL"
"90110144.101a",2004-07-10,1079,"208876","TPL"
"90113336.101a",2004-07-10,517,"12456","TPL"
"90105744.10a",2004-07-10,268,"1206803","Windscreen"
"90130052.100a",2004-07-10,184,"11126","Windscreen"
"90153361.100a",2004-07-11,1051,"210175","Damage"
"90165880.100b",2004-07-11,90,"1207854","Damage"
"90167889.100a",2004-07-11,6556,"1206284","Damage"
"90135253.100c",2004-07-11,267,"1204648","Other"
"90140608.100c",2004-07-11,3502,"209639","Theft"
"90148763.101a",2004-07-11,527,"1204973","Theft"
"90128274.101a",2004-07-11,2344,"1209174","TPL"
"90145778.100a",2004-07-11,1177,"205917","TPL"
"90149519.100a",2004-07-11,582,"11982","TPL"
"90132099.102a",2004-07-11,0,"205155","TPL"
"90182383.100b",2004-07-11,4310,"202246","TPL"
"40100150.101c",2004-07-11,118,"204046","Windscreen"
"90160607.100b",2004-07-12,1851,"1202298","Damage"
"90128226.101a",2004-07-12,57,"1202820","Damage"
"90149109.101a",2004-07-12,0,"1204636","Damage"
"90181748.100a",2004-07-12,897,"13637","TPL"
"90152124.100a",2004-07-12,49,"1206044","TPL"
"90151554.100a",2004-07-12,915,"1207578","TPL"
"90184864.102a",2004-07-12,841,"203894","TPL"
"90147725.100a",2004-07-12,121,"7732","Windscreen"
"90132026.100a",2004-07-12,244,"10594","Windscreen"
"90112515.101a",2004-07-12,119,"11390","Windscreen"
"90149930.100b",2004-07-12,177,"208081","Windscreen"
"90128269.101a",2004-07-12,230,"11817","Windscreen"
"90194160.101a",2004-07-12,429,"1209440","Windscreen"
"90174308.101b",2004-07-12,330,"208363","Windscreen"
"90111151.100a",2004-07-12,109,"203119","Windscreen"
"90167880.100a",2004-07-12,230,"12745","Windscreen"
"90146725.100a",2004-07-13,0,"10447","Damage"
"90163209.100b",2004-07-13,83,"1206824","Fire"
"90139782.100a",2004-07-13,5254,"203818","Theft"
"90112658.101a",2004-07-13,532,"7856","TPL"
"90191961.101a",2004-07-13,4988,"1207756","TPL"
"90107931.100a",2004-07-13,14009,"209965","TPL"
"90127800.101a",2004-07-13,449,"209396","TPL"
"90148387.100a",2004-07-13,1186,"9476","TPL"
"90145455.100a",2004-07-13,464,"204345","TPL"
"90132017.101b",2004-07-13,85,"209478","TPL"
"1003688.100a",2004-07-13,897,"200754","TPL"
"90108578.101a",2004-07-13,817,"200125","TPL"
"90125974.101a",2004-07-13,1794,"11106","TPL"
"90158244.100a",2004-07-13,289,"205857","Windscreen"
"90158531.100a",2004-07-13,194,"12488","Windscreen"
"1005479.100a",2004-07-13,270,"209338","Windscreen"
"90182561.100a",2004-07-13,131,"7457","Windscreen"
"90160818.100a",2004-07-13,153,"1205252","Windscreen"
"90145052.101a",2004-07-13,291,"209731","Windscreen"
"90171968.100a",2004-07-13,467,"1206036","Windscreen"
"90179441.100a",2004-07-13,179,"204903","Windscreen"
"90154049.101c",2004-07-14,3661,"202484","Damage"
"90156365.102a",2004-07-14,2206,"8915","Theft"
"90100942.10b",2004-07-14,673,"1203455","TPL"
"90159240.100c",2004-07-14,897,"205750","TPL"
"90132370.100a",2004-07-14,112,"204206","TPL"
"90178884.101a",2004-07-14,213,"210361","Windscreen"
"90119184.101a",2004-07-14,436,"204855","Windscreen"
"90125985.102a",2004-07-14,474,"201242","Windscreen"
"90103806.10a",2004-07-14,628,"1210015","Windscreen"
"90173141.100a",2004-07-14,600,"1203934","Windscreen"
"90144496.100a",2004-07-14,130,"204820","Windscreen"
"90152971.100a",2004-07-15,0,"11101","Damage"
"90126718.101a",2004-07-15,2643,"10336","Damage"
"1005218.100a",2004-07-15,1309,"208427","Damage"
"90104004.101a",2004-07-15,904,"203282","Other"
"90152593.100a",2004-07-15,1664,"7226","Theft"
"90131474.101c",2004-07-15,897,"205820","TPL"
"90167279.100a",2004-07-15,0,"12677","TPL"
"90157312.100a",2004-07-15,1929,"1208651","TPL"
"70205316.102b",2004-07-15,268,"1203906","TPL"
"90120249.100a",2004-07-15,1897,"204458","TPL"
"90145829.100b",2004-07-15,378,"205695","TPL"
"90167783.100a",2004-07-15,0,"1204159","TPL"
"90190423.100b",2004-07-15,516,"1207935","TPL"
"90105877.10a",2004-07-15,284,"204058","Windscreen"
"90159401.100a",2004-07-15,172,"10202","Windscreen"
"90151190.100a",2004-07-15,397,"7940","Windscreen"
"90150365.100a",2004-07-15,816,"1205350","Windscreen"
"90144868.101a",2004-07-15,702,"210140","Windscreen"
"90179503.100a",2004-07-16,1215,"200794","Damage"
"90193935.100a",2004-07-16,97,"203967","Other"
"40200238.102a",2004-07-16,1598,"209112","TPL"
"90105343.10a",2004-07-16,2065,"12371","TPL"
"90156002.100c",2004-07-16,5201,"1203429","TPL"
"90168042.100a",2004-07-16,292,"209090","TPL"
"90145340.100a",2004-07-16,982,"207881","TPL"
"60100186.10a",2004-07-16,915,"1202219","TPL"
"90111149.102b",2004-07-16,897,"201160","TPL"
"90174434.100a",2004-07-16,0,"205617","TPL"
"90189791.100a",2004-07-16,1010,"209551","TPL"
"90179046.100c",2004-07-16,491,"205415","TPL"
"90134126.102a",2004-07-16,420,"200606","TPL"
"90102331.10a",2004-07-16,2317,"1206820","TPL"
"90104129.101b",2004-07-16,915,"1201810","TPL"
"90148870.100a",2004-07-16,443,"201897","TPL"
"90148129.100a",2004-07-16,701,"7802","TPL"
"90105085.102a",2004-07-16,275,"208403","Windscreen"
"90126102.100a",2004-07-16,111,"8342","Windscreen"
"90126801.101b",2004-07-16,628,"1210015","Windscreen"
"90186133.100a",2004-07-16,181,"12414","Windscreen"
"90154029.101b",2004-07-16,591,"1209242","Windscreen"
"90127195.100a",2004-07-16,161,"205797","Windscreen"
"90192066.100a",2004-07-16,600,"1203300","Windscreen"
"90154928.100b",2004-07-16,290,"11262","Windscreen"
"90193412.100b",2004-07-17,11709,"202849","Damage"
"90157514.100b",2004-07-17,670,"204692","Damage"
"90176443.100a",2004-07-17,525,"9295","Other"
"90151908.100a",2004-07-17,365,"1203550","Theft"
"90117147.100a",2004-07-17,532,"206917","TPL"
"90147484.101a",2004-07-17,1121,"7350","TPL"
"90159667.101a",2004-07-17,1286,"1208536","TPL"
"90164876.100a",2004-07-17,1121,"12606","TPL"
"90128110.101b",2004-07-17,1794,"209701","TPL"
"266.101a",2004-07-17,1010,"209667","TPL"
"90157618.100a",2004-07-17,118,"1204477","Windscreen"
"90152458.100b",2004-07-17,185,"1202360","Windscreen"
"90124785.100a",2004-07-17,312,"203025","Windscreen"
"90157933.100a",2004-07-17,303,"207544","Windscreen"
"1007609.102a",2004-07-17,155,"200413","Windscreen"
"90180859.101c",2004-07-18,1693,"203991","Damage"
"90180058.100c",2004-07-18,1430,"1205842","Damage"
"90137634.100a",2004-07-18,74,"11169","Other"
"90158031.100a",2004-07-18,541,"206262","Theft"
"90178042.101a",2004-07-18,5099,"201737","TPL"
"90163335.102a",2004-07-18,290,"1208407","TPL"
"90154165.100b",2004-07-18,351,"205805","TPL"
"40200668.101a",2004-07-18,361,"13405","TPL"
"60100121.100a",2004-07-18,897,"202569","TPL"
"70204820.10a",2004-07-18,1121,"9901","TPL"
"90191075.101a",2004-07-19,6153,"10626","Damage"
"90145509.100a",2004-07-19,262,"204648","Other"
"90190886.100a",2004-07-19,897,"208270","TPL"
"90171154.100a",2004-07-19,2287,"1207056","TPL"
"90152473.101c",2004-07-19,1932,"1204557","TPL"
"90103664.10a",2004-07-19,486,"1203066","TPL"
"90170591.100a",2004-07-19,0,"1207608","TPL"
"90111554.100a",2004-07-19,433,"9283","Windscreen"
"90161415.100a",2004-07-19,377,"7951","Windscreen"
"90157656.103a",2004-07-19,112,"13514","Windscreen"
"90133684.101a",2004-07-19,271,"1209276","Windscreen"
"90127333.101b",2004-07-19,227,"209321","Windscreen"
"80100030.10a",2004-07-19,246,"1208508","Windscreen"
"90157427.100a",2004-07-19,223,"202616","Windscreen"
"90173832.100a",2004-07-19,542,"1207728","Windscreen"
"90106817.100a",2004-07-19,72,"201096","Windscreen"
"90172781.100a",2004-07-19,301,"208725","Windscreen"
"90119561.101a",2004-07-19,337,"1208489","Windscreen"
"90134603.100c",2004-07-20,0,"1204228","Damage"
"90149930.100a",2004-07-20,1073,"8003","Damage"
"90181656.100a",2004-07-20,3355,"207820","Damage"
"1007617.100a",2004-07-20,449,"1203957","Damage"
"90145432.100c",2004-07-20,2433,"1203758","Damage"
"90119185.101b",2004-07-20,64,"201939","Fire"
"90134624.100a",2004-07-20,1929,"201980","Theft"
"70202111.100a",2004-07-20,2674,"202786","TPL"
"90190017.100a",2004-07-20,1601,"1206505","TPL"
"90106906.10a",2004-07-20,897,"7603","TPL"
"90154149.100a",2004-07-20,915,"1206476","TPL"
"90117561.101c",2004-07-20,10002,"1208013","TPL"
"90155076.100a",2004-07-20,3850,"1209393","TPL"
"90126130.101a",2004-07-20,659,"12472","TPL"
"60200298.100a",2004-07-20,166,"207113","Windscreen"
"90129454.100a",2004-07-20,349,"11427","Windscreen"
"90178168.100a",2004-07-20,403,"1202887","Windscreen"
"90187285.100c",2004-07-20,180,"7368","Windscreen"
"90148836.100a",2004-07-21,3422,"1207820","Damage"
"90159926.101a",2004-07-21,631,"208374","Damage"
"90163323.100b",2004-07-21,5954,"209263","Damage"
"90178924.100a",2004-07-21,536,"1204993","Other"
"90152942.100b",2004-07-21,0,"200894","Theft"
"90151370.100a",2004-07-21,2980,"204978","Theft"
"90132114.100c",2004-07-21,756,"208898","Theft"
"90126655.100b",2004-07-21,15,"204009","TPL"
"90169881.101b",2004-07-21,897,"205544","TPL"
"90189305.100a",2004-07-21,4487,"1209486","TPL"
"90161447.100a",2004-07-21,0,"1208915","TPL"
"90145393.100a",2004-07-21,1830,"1203759","TPL"
"90166931.100a",2004-07-21,1775,"9330","TPL"
"1002016.100a",2004-07-21,897,"9594","TPL"
"90148769.100b",2004-07-21,730,"207512","TPL"
"90172695.100c",2004-07-21,350,"1203504","Windscreen"
"90194552.100b",2004-07-21,579,"209242","Windscreen"
"90163367.100b",2004-07-21,397,"202760","Windscreen"
"90148633.100a",2004-07-21,421,"1209179","Windscreen"
"90194808.100b",2004-07-21,338,"205323","Windscreen"
"90187952.100a",2004-07-22,90,"1207830","Other"
"90131257.101a",2004-07-22,1664,"13349","Theft"
"90169055.100a",2004-07-22,915,"1204911","TPL"
"90156337.100a",2004-07-22,350,"204361","Windscreen"
"90104189.101a",2004-07-22,145,"10987","Windscreen"
"90177956.100b",2004-07-22,328,"1208224","Windscreen"
"90130077.100a",2004-07-22,473,"209175","Windscreen"
"90160600.101a",2004-07-22,445,"11061","Windscreen"
"90132291.100a",2004-07-22,274,"9651","Windscreen"
"90144488.100a",2004-07-22,119,"11846","Windscreen"
"90182369.100a",2004-07-23,1656,"208653","Damage"
"90152642.100a",2004-07-23,191,"208528","TPL"
"90108825.101a",2004-07-23,337,"201340","Windscreen"
"90121351.101a",2004-07-23,638,"206797","Windscreen"
"90145114.100a",2004-07-23,87,"1207731","Windscreen"
"90145052.101a",2004-07-23,60,"7581","Windscreen"
"90131633.100a",2004-07-23,514,"1207601","Windscreen"
"90141488.100c",2004-07-23,60,"202722","Windscreen"
"90161465.100a",2004-07-24,1373,"207778","Damage"
"90155671.100a",2004-07-24,536,"1202583","Other"
"90144644.100a",2004-07-24,90,"1204131","Theft"
"90147769.100a",2004-07-24,1095,"204807","Theft"
"90134571.100a",2004-07-24,15,"1201873","TPL"
"90156705.101a",2004-07-24,416,"207089","TPL"
"90164639.100b",2004-07-24,2344,"1207941","TPL"
"90151166.100a",2004-07-24,491,"9320","TPL"
"90155564.100b",2004-07-24,1401,"204404","TPL"
"90109497.101c",2004-07-24,181,"1208371","TPL"
"90148086.100a",2004-07-24,242,"8238","Windscreen"
"90111311.101a",2004-07-24,70,"207009","Windscreen"
"90124573.101a",2004-07-25,5676,"10542","Damage"
"90168148.100a",2004-07-25,9705,"205954","Fire"
"90194804.102a",2004-07-25,1752,"209395","Other"
"90111657.101a",2004-07-25,0,"1202830","Other"
"90120452.101a",2004-07-25,973,"10540","Theft"
"90188906.100a",2004-07-25,56,"207632","TPL"
"90156412.100a",2004-07-25,225,"9093","Windscreen"
"80201124.10a",2004-07-26,0,"208817","Damage"
"90104457.101a",2004-07-26,3864,"1203688","Damage"
"90161463.100a",2004-07-26,1507,"206207","Fire"
"90133827.100a",2004-07-26,8931,"1204653","Other"
"90159544.100b",2004-07-26,21434,"1209298","Theft"
"90186971.100b",2004-07-26,1121,"13173","TPL"
"90169126.101a",2004-07-26,897,"12748","TPL"
"90181312.100a",2004-07-26,182,"205368","TPL"
"90108376.100a",2004-07-26,1847,"1202524","TPL"
"90166319.100a",2004-07-26,3799,"13292","TPL"
"90110697.101a",2004-07-26,354,"205455","Windscreen"
"90110367.10a",2004-07-26,365,"1203364","Windscreen"
"90153685.100a",2004-07-26,303,"207544","Windscreen"
"90125274.101a",2004-07-26,97,"11810","Windscreen"
"90108097.101a",2004-07-27,1047,"9382","Damage"
